,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Vacuole,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Cell_wall,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Vacuole,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Cell_wall,Kd,int_stoich,fb_pred,Kd_pred,Kd_pred_RF,fb_pred_RF
0,Q0045,YBR039W,564.7643307190006,133.7995773530002,0.0384594368480567,674.0,2.114,4.548,4.592,1.207,0.535,2.685,0.963,0.563,0.889,1.084,1.656,5.0,5.0,0.924,0.0,1.073,0.889,0.625,0.571,0.965,-6.399095926485941,-1.082250997374697,-1.6341473,-4.680172,-5.993553166247657,-1.159873127655498
1,Q0085,YJR069C,461.166472779,39.93803964230001,0.070999201781495,0.0,2.346,5.0,5.0,1.596,0.737,3.015,1.236,0.777,1.06,1.095,4.265,4.706,1.586,0.691,0.0,0.869,0.0,0.0,0.747,0.0,-6.642609171545163,-1.0916918870787955,-0.97203386,-5.7248163,-6.19949683163224,-1.2378702845037437
2,YGR215W,Q0140,26.508214872600007,102.78161697100008,0.3018024004237864,994.0,2.128,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.908949157763459,-0.5361981913551861,-0.7941447,-7.1340094,-6.993793132822511,-0.5238588858508999
3,YBR251W,Q0140,11.941606537599997,102.78161697100008,0.3528810987862048,997.0,1.746,5.0,5.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-7.281359594148544,-0.3178650419922026,-0.8071417,-7.1493363,-7.154026100868089,-0.4039029206877517
4,YPL118W,Q0140,34.647965635100114,102.78161697100008,0.2779532249774398,989.0,1.994,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-8.21969625133265,-0.1110618301001455,-0.75791633,-7.1282506,-7.6526995683060814,-0.2920755969147311
5,YPL013C,Q0140,15.073831203200063,102.78161697100008,0.2583154145210268,981.0,0.819,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.479834042194744,-0.7017490698558612,-0.7095957,-7.186652,-6.72033849180542,-0.6259075053425434
6,YNL137C,Q0140,31.72004562009981,102.78161697100008,0.4625446079888126,992.0,1.855,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.59447513312814,-0.5249567153568823,-0.70172095,-7.1834855,-6.853301372679458,-0.5234981489237558
7,Q0140,YDR337W,102.78161697100008,16.01922828210002,0.2349422673503323,983.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,1.277,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.971976297821299,-0.3540260305058301,-0.4116969,-7.4881306,-7.229677651406548,-0.4493511892640429
8,Q0140,YFR010W,102.78161697100008,76.50270812229991,0.1914286703624935,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,3.281,2.89,2.368,1.516,0.7,1.257,1.657,0.0,1.451,0.59,-6.103444031374796,-0.9143712497764156,-0.75039136,-6.668412,-5.871566451290802,-0.9662866958175576
9,Q0140,YER178W,102.78161697100008,566.1172444639997,0.1269127571685623,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,2.462,5.0,5.0,1.04,0.55,1.386,1.25,1.491,0.775,1.583,-3.722025582703609,-3.0876197087449686,-1.9522915,-4.8455124,-4.015745411993623,-2.742932263226889
10,YMR188C,Q0140,15.453843754500026,102.78161697100008,0.2142107579568963,986.0,1.778,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-7.296346206467932,-0.2691783219804939,-0.8314842,-7.1167245,-7.176206723055166,-0.4239686450946662
11,YJR113C,Q0140,44.49211468030007,102.78161697100008,0.1563161091470579,992.0,1.055,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.644472865865532,-0.5061378608616215,-0.62743556,-7.18289,-6.829249791013454,-0.5057758783060501
12,YKL155C,Q0140,11.694800679100004,102.78161697100008,0.1330674852957348,989.0,2.441,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.159696913584913,-1.0154920721263971,-0.9770137,-7.0696974,-6.5199377132232215,-0.884663735157957
13,YIL093C,Q0140,15.961196360799995,102.78161697100008,0.3095896272602551,988.0,1.358,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-8.073262583823043,-0.1340376669349383,-0.7455453,-7.1737604,-7.761977982010315,-0.2099289752835314
14,Q0140,YDR036C,102.78161697100008,32.30192650640005,0.4538843255409701,990.0,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,1.901,5.0,5.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,-5.876564084802542,-1.021063442909104,-0.44898662,-7.309823,-6.097579922684134,-0.970893182444327
15,YHR059W,Q0140,16.845869375099976,102.78161697100008,0.4143448168186531,980.0,0.333,5.0,5.0,0.523,0.0,0.0,0.818,0.0,0.0,0.725,1.854,5.0,5.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,-6.629916411394014,-0.6630454543187475,-0.7705251,-7.088622,-6.846414075343896,-0.6689830924438618
16,YNL052W,Q0250,50.1547474578,508.64609624199954,0.3490617474247773,999.0,1.332,4.751,4.767,0.894,0.0,0.727,0.902,0.795,0.0,0.878,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,-6.388682507436789,-0.6817540691704705,-1.4423522,-5.966617,-6.319139105653157,-0.8374715570478745
17,Q0250,YPL078C,508.64609624199954,92.32567797329986,0.3135677193173035,484.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.778,5.0,5.0,0.898,0.0,1.251,1.1,0.0,0.711,0.876,-6.001110333551556,-1.0256690749573891,-1.4667535,-5.1753254,-5.704183554669782,-1.1373982993036542
18,Q0250,YER056C-A,508.64609624199954,1227.0098599399996,0.5013028176612726,0.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.431,4.514,1.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.087133538949147,-1.7529037190027974,-1.1900384,-5.145008,-5.14317739480098,-1.5718280322196958
19,YHR001W-A,Q0250,16.503912624999995,508.64609624199954,0.1397021749057719,989.0,0.652,4.696,4.716,0.0,0.0,0.0,0.0,0.754,0.0,0.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,-6.882423386855794,-0.3798367214147202,-1.2985642,-6.2802887,-6.589683563692489,-0.7268101094150334
20,Q0250,YER141W,508.64609624199954,25.678132168700014,0.100259089951507,910.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.577,5.0,5.0,1.033,0.0,2.678,1.116,1.242,0.519,0.527,-5.503438038889096,-1.291142801210431,-1.2597373,-5.8971624,-5.653766133841901,-1.2601477189834116
21,Q0250,YMR256C,508.64609624199954,39.19196112819997,0.1882189693354319,999.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.215,4.714,4.71,0.333,0.333,0.702,0.728,0.806,0.0,0.0,-5.724957172347698,-1.0921922886252355,-0.79952705,-6.4234705,-6.197569107880278,-0.924103453927719
22,Q0250,YEL017C-A,508.64609624199954,380.3401682220001,0.0989706539488352,0.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,0.0,4.302,1.076,1.136,0.886,5.0,4.131,0.0,0.0,0.905,-4.7948007720532,-2.011592252694152,-2.1502464,-4.4655166,-4.699234643180277,-1.8877295247869816
23,Q0250,YOR065W,508.64609624199954,24.32235602519996,0.2495921838621666,999.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.811,4.773,4.78,1.375,0.0,1.519,1.034,1.062,0.785,0.998,-7.071062005205006,-0.3102446040943994,-1.0938182,-6.1829324,-6.901677157650434,-0.4868127527218579
24,Q0250,YCR012W,508.64609624199954,4419.350892900002,0.3735265883461901,459.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,2.77,5.0,5.0,2.463,1.791,4.49,2.543,2.119,2.243,2.334,-4.65639030316711,-2.378233108878797,-2.3329487,-3.7327964,-4.38287150049512,-2.300428657957106
25,Q0250,YBR039W,508.64609624199954,133.7995773530002,0.3708278980513379,591.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.656,5.0,5.0,0.924,0.0,1.073,0.889,0.625,0.571,0.965,-5.844929302801828,-1.1001244958483145,-1.5491555,-4.892973,-5.6102842217917575,-1.199634981438187
26,Q0250,YDR298C,508.64609624199954,120.87372626799991,0.2992170139051158,643.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,1.226,5.0,5.0,0.91,0.0,0.956,0.999,0.719,0.0,0.809,-5.354861191455115,-1.4838954849244457,-1.4858423,-5.1167893,-5.428791574361738,-1.360256965473859
27,Q0250,YEL013W,508.64609624199954,62.5707183311,0.126340571637645,0.0,2.128,4.688,4.717,1.493,0.0,2.4,1.275,0.804,0.714,1.06,5.0,5.0,1.903,2.136,1.563,1.85,5.0,1.831,1.738,1.1,-5.638891277786359,-1.194225769750009,-1.0325366,-5.501197,-5.467184261577829,-1.2943576430851704
28,YAL002W,YMR231W,5.192491501509997,14.105008265600036,0.7456518071331513,999.0,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,2.854,5.0,1.208,1.453,1.851,2.011,5.0,0.776,1.407,1.334,-6.592360637889144,-0.8493525854160618,-1.1288775,-6.4035683,-6.767898544258522,-0.7740560480058682
29,YAL002W,YLR396C,5.192491501509997,10.895853132700006,0.8317114878903494,999.0,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,2.372,5.0,1.461,1.74,2.032,1.86,5.0,1.002,1.327,1.006,-6.434413237710283,-0.9688638086991764,-1.0166976,-6.758129,-6.642332713741198,-0.8220518765226665
30,YAL002W,YNL076W,5.192491501509997,13.83185058100002,0.8017306262744354,0.0,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,5.0,5.0,2.072,0.99,0.0,1.26,1.234,1.566,0.618,0.882,-5.894188207230526,-1.4185918055351086,-1.3998652,-6.2362022,-6.012774194495629,-1.4652314398727442
31,YAL002W,YLR148W,5.192491501509997,14.207783012200013,0.6288838703661045,999.0,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,2.489,5.0,1.674,1.475,1.888,1.716,5.0,0.96,1.426,0.906,-7.028287477349702,-0.6730533603743679,-1.1519767,-6.5066724,-6.971060942728509,-0.7070352338924336
32,YDR495C,YAL002W,6.723643680940002,5.192491501509997,0.8204300385441542,999.0,2.716,5.0,0.987,1.005,1.642,1.475,3.905,0.697,0.925,0.651,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,-6.891377727899767,-0.6288306568579624,-1.1620157,-7.4518094,-7.094775611534384,-0.6181169721201362
33,YAL002W,YPL045W,5.192491501509997,8.746217954679985,0.8002919307739164,999.0,2.862,5.0,1.236,1.537,5.0,1.711,2.406,0.872,1.248,0.885,2.718,5.0,1.08,1.445,1.875,1.55,5.0,0.667,1.243,0.631,-6.5621928697781335,-0.8615669447813836,-1.0224391,-6.677497,-6.695881925087868,-0.8156491708614283
34,YFR053C,YAL003W,109.73500987000008,2778.056116439999,0.5636801092096763,0.0,2.578,5.0,5.0,1.97,1.291,2.22,2.036,2.109,1.822,2.1,2.488,4.607,1.624,1.195,0.0,1.245,1.026,0.222,1.383,1.303,-3.537160590299046,-2.261525568873044,-2.0353572,-4.5046983,-3.839922079902416,-2.288224107539669
35,YAL003W,YKL056C,2778.056116439999,2552.7174241800017,0.6543835456379281,989.0,2.488,4.607,1.624,1.195,0.0,1.245,1.026,0.222,1.383,1.303,2.68,5.0,5.0,1.113,0.0,0.938,1.309,1.078,3.523,0.846,-4.388854454829795,-1.2428601177630547,-0.89630306,-5.067186,-4.700723909501231,-1.1985739474612205
36,YAL003W,YHR183W,2778.056116439999,656.0377442980002,0.3339387771727661,330.0,2.488,4.607,1.624,1.195,0.0,1.245,1.026,0.222,1.383,1.303,2.462,4.695,4.435,1.428,0.763,1.901,1.414,2.266,0.985,1.775,-3.357023826543689,-2.221359896125549,-1.7890916,-3.8191862,-3.308192553277298,-2.226635246894852
37,YNL007C,YAL005C,69.80934631990011,2209.9549350299985,0.7984568339167943,999.0,5.0,5.0,2.458,1.824,0.0,1.257,1.601,0.971,1.575,1.293,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.191232945457436,-1.8360182679635932,-1.7982116,-4.3538647,-4.193664138459132,-1.8405375155232917
38,YDL055C,YAL005C,1095.2762345399997,2209.9549350299985,0.0662372556932398,179.0,1.379,4.685,1.416,1.228,1.145,1.326,0.975,1.02,0.97,2.193,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-2.909296731658864,-2.480411038317678,-2.6199543,-3.2700849,-3.030257938452065,-2.5023994822278173
39,YGL206C,YAL005C,217.7011186510003,2209.9549350299985,0.2964787164797481,353.0,2.854,5.0,1.491,1.693,3.451,3.395,2.307,0.92,3.795,1.276,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.792117672289696,-2.195778445185917,-2.7250159,-3.7358427,-3.8783942226167327,-2.190939802573772
40,YAL005C,YGR192C,2209.9549350299985,17673.247757400015,0.141541323647253,830.0000000000001,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,4.634,5.0,5.0,2.585,2.067,4.563,2.589,2.349,2.677,5.0,-2.829203577760516,-2.1771197673441693,-2.4270532,-3.8431032,-3.005641202788191,-2.093086163813158
41,YLL024C,YAL005C,3004.19100593,2209.9549350299985,0.6714004694031506,995.0,4.174,5.0,5.0,1.763,0.831,4.274,5.0,0.889,1.394,5.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.706686499826489,-0.6304061304489068,-1.2985318,-4.4436297,-4.606266251454688,-0.7894016136531369
42,YMR186W,YAL005C,1457.6608283800008,2209.9549350299985,0.6158504423093508,999.0,3.596,5.0,5.0,2.731,2.073,4.539,2.459,1.8,2.577,2.576,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.0781448995475715,-2.2032845803759633,-1.6800342,-3.659228,-3.163259896057645,-2.160457654565316
43,YKL152C,YAL005C,6089.487429250004,2209.9549350299985,0.073572006187399,674.0,2.571,5.0,5.0,1.194,0.0,1.544,1.333,1.404,1.146,1.889,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.187559661741901,-1.952970786787373,-1.8193667,-3.542922,-3.225633692546238,-1.9936184435073885
44,YLL040C,YAL005C,33.03781191840008,2209.9549350299985,0.2894083538251334,0.0,4.286,5.0,5.0,2.343,3.91,2.063,5.0,5.0,1.668,1.099,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-5.378964748704624,-2.006079958137173,-1.9488238,-4.307331,-4.108878027054242,-3.137121849524774
45,YNL064C,YAL005C,289.3072627750003,2209.9549350299985,0.4203549853398974,999.0,4.281,5.0,2.574,2.689,1.683,2.124,2.248,1.592,2.331,1.766,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.183686531444696,-1.6745573219720642,-1.895103,-3.789665,-4.12480649143058,-1.723550375436275
46,YAL005C,YLR109W,2209.9549350299985,2045.765866649999,0.1345909526126632,489.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,1.67,5.0,3.844,1.405,0.544,4.325,1.477,3.824,0.955,1.773,-2.9828309207286745,-2.0209798298743853,-1.9788821,-3.5223198,-2.988258990798616,-2.055116935015932
47,YPL106C,YAL005C,1093.069964409999,2209.9549350299985,0.3086174479670747,996.0,4.111,4.76,1.812,1.987,0.889,1.251,1.556,0.7,1.437,1.555,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.176812421209152,-1.5290311913311891,-1.8142365,-3.951387,-4.181336068766788,-1.493530375857408
48,YOR027W,YAL005C,181.09547514300016,2209.9549350299985,0.7789429910906254,997.0,1.868,5.0,1.856,1.847,0.669,1.542,1.41,1.017,1.596,1.371,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.872735766132294,-1.8659338230097269,-1.967991,-3.8590448,-3.896480419205803,-1.8611895522662387
49,YPR035W,YAL005C,550.215154052,2209.9549350299985,0.0667598437711492,375.0,5.0,4.668,2.157,1.431,0.817,1.768,1.775,2.054,1.785,1.775,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.618980899500156,-2.221998797001125,-2.3968363,-3.6380363,-3.482737135460213,-2.3263238980061103
50,YPL240C,YAL005C,372.98178391199946,2209.9549350299985,0.9375416599625068,999.0,5.0,5.0,2.828,2.731,2.093,4.086,2.459,1.796,2.593,2.601,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-2.827010248417519,-2.6419404568049045,-1.8144946,-3.8015378,-2.946481134166013,-2.5403005265663388
51,YER070W,YAL005C,714.9167151690002,2209.9549350299985,0.1446269560349538,0.0,4.45,5.0,2.301,0.594,0.0,0.823,1.116,0.333,1.711,1.338,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.076368503477973,-3.080762182158121,-2.289901,-3.7425673,-3.200893462312606,-2.847860888654081
52,YLR180W,YAL005C,561.7855524650016,2209.9549350299985,0.0339618260145814,299.0,2.518,4.677,1.677,1.039,0.621,1.5,1.218,0.892,1.861,1.615,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.0371115789209937,-2.5580275029351487,-2.6776211,-3.4417667,-3.1784394077325206,-2.463953086624959
53,YBL099W,YAL005C,331.76232521700024,2209.9549350299985,0.0913239972613347,534.0,1.522,5.0,5.0,1.018,0.0,1.199,1.167,0.907,0.609,1.176,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.368465826975467,-2.5029294543921665,-2.3443336,-3.6472497,-3.3603155283192074,-2.503913601783741
54,YCL030C,YAL005C,125.97200736499995,2209.9549350299985,0.1047200405715824,305.0,3.256,4.696,2.12,1.88,1.17,1.941,1.529,1.399,1.68,1.719,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.5430770728691106,-2.344821354036426,-2.7634795,-3.625699,-3.517877552563458,-2.3915204421341696
55,YGR155W,YAL005C,503.9169902060003,2209.9549350299985,0.1581089373048363,192.0,2.734,5.0,4.36,1.425,0.943,1.559,1.423,0.806,1.311,1.294,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.067370186998484,-2.6824556071358514,-2.3683197,-3.6645644,-3.216110000185389,-2.553691616513753
56,YOR007C,YAL005C,288.3054839459994,2209.9549350299985,0.4628781130701895,942.0,2.081,5.0,1.518,1.785,0.0,0.643,0.713,0.915,0.519,0.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.800695247761837,-2.348938892256552,-2.0554345,-4.11017,-4.03222588552791,-2.0857763524774118
57,YDR050C,YAL005C,2964.568566600001,2209.9549350299985,0.0656499555062547,469.00000000000006,2.75,5.0,5.0,1.887,1.451,4.402,1.81,1.931,1.553,2.05,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.347986205303441,-1.9833885302417065,-2.1362464,-3.3834202,-3.353700544639652,-2.0288058097803123
58,YBR101C,YAL005C,50.55690465390009,2209.9549350299985,0.5684157259645953,991.0,2.748,5.0,1.654,3.632,0.982,1.045,1.217,0.595,0.926,1.15,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-5.412097575676719,-1.588372336257042,-2.2265108,-4.2699575,-4.37432957275603,-1.7654984756252148
59,YML028W,YAL005C,1439.4667112999998,2209.9549350299985,0.0946004745503626,857.0,2.034,5.0,2.506,2.017,0.925,1.696,1.756,1.726,1.424,1.739,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.5671179573708605,-1.8435948192905487,-2.0817485,-3.4239366,-3.4834079741642974,-1.92449994353686
60,YBR169C,YAL005C,16.429172798400003,2209.9549350299985,0.3640489553121273,875.0,4.147,4.718,2.746,2.011,1.071,1.774,1.545,0.91,1.437,1.657,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.911100084768886,-1.9352476642253424,-2.5678174,-3.9199727,-4.178972474610226,-2.214858834324245
61,YGR180C,YAL005C,643.1210873440007,2209.9549350299985,0.1160700125308777,632.0,5.0,5.0,1.465,0.669,0.0,0.788,0.926,0.0,0.698,1.094,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.041978393583288,-2.445953112784826,-2.0756085,-3.9122918,-3.384356044880007,-2.3398717356839422
62,YBR196C,YAL005C,1291.944122349999,2209.9549350299985,0.1348981592494175,421.0,1.688,5.0,5.0,1.434,1.173,4.377,1.397,1.879,1.244,2.088,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-2.7962985610999964,-2.410430975906132,-2.2975085,-3.2726614,-2.9678501534385635,-2.3052436380125574
63,YLR110C,YAL005C,7257.217288870004,2209.9549350299985,0.0012047175214717,602.0,1.507,4.373,1.281,1.612,1.076,1.881,4.211,0.0,1.086,5.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.0252639868997515,-3.240197136773008,-2.9100344,-3.239445,-3.091264313407827,-2.9716042265510367
64,YPL061W,YAL005C,1885.99202716,2209.9549350299985,0.0277758816920022,0.0,2.704,5.0,5.0,1.372,0.572,1.745,1.415,2.806,0.802,1.623,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.29939327939516,-1.986347336091433,-2.2225597,-3.35026,-3.353011542493397,-2.0588502714146824
65,YEL046C,YAL005C,343.6289613190001,2209.9549350299985,0.1180727476566205,0.0,2.324,5.0,1.845,0.0,0.0,0.962,0.718,1.397,0.878,0.855,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.674444158194581,-2.302671782147518,-2.5698092,-3.7375112,-3.604647075362779,-2.406420337076389
66,YAL005C,YKL060C,2209.9549350299985,8097.762614550006,0.0344909559930644,710.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,2.742,5.0,5.0,1.557,1.114,1.758,1.638,1.836,1.272,2.091,-2.7446221887062374,-2.25962575292032,-1.9782544,-3.2965057,-2.889371652962318,-2.162074488805832
67,YAL005C,YHR174W,2209.9549350299985,10951.331093899998,0.1666096943714543,734.0,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,2.768,5.0,5.0,1.493,0.76,5.0,5.0,1.26,1.136,1.616,-2.5510239980025533,-2.449897579570754,-2.1901944,-3.8904712,-3.114862102735616,-2.08272872682156
68,YAL038W,YAL005C,5559.234965229996,2209.9549350299985,0.0650935888503205,536.0,2.363,5.0,2.863,1.801,1.009,4.403,1.765,1.791,1.673,1.973,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.1898112267701424,-2.0635009156881954,-2.080473,-3.3009949,-3.2298394967602064,-2.032101714115472
69,YKL081W,YAL005C,1762.8644851,2209.9549350299985,0.0323343657303756,437.0,3.852,5.0,4.387,0.531,0.0,1.128,1.024,0.0,0.832,0.732,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.5296610739960754,-2.047174627301791,-1.971586,-3.9213955,-3.621751952736432,-2.0679326727981158
70,YER103W,YAL005C,7.436110820599994,2209.9549350299985,0.4979865665350902,898.0,5.0,5.0,1.936,1.907,0.879,3.651,1.571,1.008,1.29,1.744,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.00450245078505,-2.307662872831737,-2.6567914,-4.1368217,-4.160508325176676,-2.2491353501788667
71,YLR058C,YAL005C,546.6156058039998,2209.9549350299985,0.2576159146861548,331.0,2.485,5.0,3.938,0.807,0.606,4.297,1.178,1.577,1.07,1.035,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-3.451159695511018,-2.291106732281195,-2.303526,-3.6784167,-3.6972101494531184,-2.2374354918711465
72,YKL120W,YAL005C,19.804695150000004,2209.9549350299985,0.1090503341258045,199.0,1.655,5.0,5.0,2.293,1.381,2.424,1.391,1.819,1.36,1.738,5.0,5.0,2.098,2.129,1.267,4.34,5.0,1.08,1.635,5.0,-4.6721500097179005,-1.9488952938526285,-2.6606743,-4.0622797,-4.493102401326415,-2.2368851279242232
73,YLR250W,YAL007C,57.12661306179998,170.27846359100013,0.2939575649798844,258.0,1.316,4.431,0.889,2.007,1.214,0.0,4.222,0.0,0.0,1.059,1.026,5.0,0.641,4.491,3.81,1.53,1.352,0.0,0.0,0.842,-6.750101510454143,-0.4350134838020633,-0.70093906,-6.555138,-6.495967577472875,-0.9693771265989664
74,YGR284C,YAL007C,100.5245206280001,170.27846359100013,0.8044442631668836,855.0000000000001,1.014,5.0,1.025,4.417,1.92,3.33,1.679,0.222,0.644,1.04,1.026,5.0,0.641,4.491,3.81,1.53,1.352,0.0,0.0,0.842,-6.048691418932294,-0.7230365372243477,-0.6932708,-6.963419,-6.209536362959645,-0.9214855292222924
75,YAL007C,YGL137W,170.27846359100013,173.36260834799972,0.6776602030682786,538.0,1.026,5.0,0.641,4.491,3.81,1.53,1.352,0.0,0.0,0.842,2.075,5.0,1.47,1.868,5.0,1.542,1.65,0.556,1.284,0.506,-6.196027398159784,-0.7254042736273786,-1.3138585,-5.2512903,-5.902390729511293,-0.8914463178427594
76,YAL007C,YBR106W,170.27846359100013,955.5054356949992,0.7462204916512617,264.0,1.026,5.0,0.641,4.491,3.81,1.53,1.352,0.0,0.0,0.842,1.995,5.0,4.49,5.0,1.064,1.417,1.714,1.092,0.661,1.083,-5.907561913795092,-0.9838954209307168,-1.7592165,-5.3105474,-5.544602872036685,-1.20399086592687
77,YOL076W,YAL007C,29.76561549250003,170.27846359100013,0.4385820220959341,0.0,2.537,5.0,1.203,0.824,0.836,0.595,1.205,0.0,1.572,0.8,1.026,5.0,0.641,4.491,3.81,1.53,1.352,0.0,0.0,0.842,-5.81239733397562,-0.9497371149912862,-1.2786319,-5.8190966,-5.882967392918527,-1.0753015994359791
