,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Vacuole,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Cell_wall,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Vacuole,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Cell_wall,Kd,int_stoich,fb_pred,Kd_pred,Kd_pred_RF,fb_pred_RF
4397,YGR246C,YKR025W,22.17898380040001,42.23868602160003,0.8456798491596131,975.0,5.0,2.343,1.658,0.0,0.0,0.0,0.504,0.0,1.416,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-7.386714974545122,-0.4231071057230198,-0.692773,-6.9308105,-7.090313746630776,-0.5283780749098906
4398,YEL017W,YKR025W,30.46876176919999,42.23868602160003,0.2037498973522629,0.0,4.421,1.197,0.733,0.111,0.556,0.516,0.0,0.111,0.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-6.389829508483071,-0.8435715949780757,-1.3525157,-6.009058,-6.435677966839632,-0.8995262130252533
4399,YNL039W,YKR025W,17.926458755199928,42.23868602160003,0.6849720567341844,989.0,5.0,1.278,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-6.836804237805447,-0.7005808255849755,-0.7271831,-7.0039945,-6.882387163022838,-0.6871165408380034
4400,YKR025W,YGR020C,42.23868602160003,227.17150319100008,0.3238474315160153,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,1.924,5.0,1.556,0.802,4.213,1.346,5.0,0.0,0.689,1.102,-5.825374137884535,-1.09338728238114,-1.8620613,-5.1853,-5.591179888319057,-1.3353180647268357
4401,YKL168C,YKR025W,6.59506104503004,42.23868602160003,0.2435550421782229,0.0,2.611,5.0,0.0,0.809,0.0,0.0,0.622,0.0,0.59,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-7.632185628561525,-0.6627331990554081,-1.365309,-6.107897,-7.2976233680102816,-0.7408205540445479
4402,YKR025W,YBR283C,42.23868602160003,185.02437045899973,0.900497248380334,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,0.0,5.0,1.616,5.0,0.0,2.122,0.444,0.0,0.0,0.0,-5.525372790194402,-1.3130542858805712,-0.9262564,-6.387405,-6.425013019364453,-1.205205843745845
4403,YOR304W,YKR025W,15.584808532100032,42.23868602160003,0.7947299854163835,0.0,5.0,1.599,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-8.115797374364222,-0.2416355376577945,-0.9123756,-6.8397493,-7.553889693697525,-0.5224557276611003
4404,YKR025W,YLR384C,42.23868602160003,93.85748913150007,0.9309599147760482,159.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,5.0,5.0,1.185,0.709,0.0,0.773,0.963,0.812,0.586,0.924,-5.437489988145446,-1.385202767853865,-1.4882002,-5.8392363,-5.2981448836550245,-1.572528087816705
4405,YBR268W,YKR025W,43.37281619779995,42.23868602160003,0.1382544387957286,0.0,1.164,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-8.494420603418709,-0.2070259459496102,-1.0818735,-6.2146373,-7.650337797656582,-0.4808334350586811
4406,YKR025W,YDR258C,42.23868602160003,11.323937233900011,0.2913394348063204,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,2.434,5.0,5.0,1.5,0.0,1.564,1.334,0.969,0.974,1.742,-6.021871802923166,-0.9154887163256272,-1.2281754,-5.9962273,-5.734959477892695,-1.2795687657021786
4407,YKR025W,YNL243W,42.23868602160003,86.73130907130012,0.5780045158317246,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,2.597,5.0,1.344,0.968,1.633,3.964,2.124,0.575,5.0,1.791,-5.127602233752286,-1.670143520409761,-1.1873972,-5.8815107,-5.336440262734832,-1.5750904734841291
4408,YKR025W,YMR307W,42.23868602160003,1161.53021389,0.7372472995705337,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,5.0,5.0,4.357,2.062,2.008,5.0,2.037,0.865,1.366,5.0,-5.386430860369486,-1.48636467692246,-2.4416783,-4.6466722,-5.031903328564921,-1.991389195837981
4409,YKR025W,YPR187W,42.23868602160003,165.03912624999995,0.6499506840561241,999.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,5.0,3.885,0.0,0.0,0.0,0.55,0.0,0.0,1.278,0.505,-5.882705241693692,-1.0113744070707804,-0.8997163,-6.6246014,-5.964909326116299,-0.9418655081698576
4410,YKR025W,YER148W,42.23868602160003,90.80575992009987,0.7486458473726816,928.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,5.0,3.153,2.054,1.982,1.059,1.753,1.383,1.423,2.021,1.495,-5.860689789531677,-1.0059701527059408,-1.0028095,-6.414357,-5.857926680626711,-1.03219397480575
4411,YPL191C,YKR025W,5.09420334289999,42.23868602160003,0.3659503088224892,0.0,4.128,4.393,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-7.462100834974965,-0.503680054288438,-1.3216193,-6.3925595,-7.283020528625768,-0.6501598267052624
4412,YKR025W,YLR420W,42.23868602160003,77.59099743699991,0.4695760184778441,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,4.551,4.686,1.231,0.692,0.0,1.14,0.537,0.0,1.452,1.089,-4.824476780415422,-1.96641311280936,-1.6363239,-5.566513,-5.1957592006230495,-1.7427084780661894
4413,YDR464W,YKR025W,16.136137413299974,42.23868602160003,0.7509483685908891,0.0,5.0,5.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-6.76871479129058,-0.8177576715392161,-1.2270579,-6.231155,-6.759022511615495,-0.8379711403135407
4414,YIL090W,YKR025W,26.912303513900103,42.23868602160003,0.925425206962458,0.0,1.158,5.0,1.187,5.0,0.768,2.765,1.056,0.659,0.0,0.553,5.0,2.101,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.0,-5.746378037940697,-1.3469571301293994,-1.3309728,-6.327574,-6.293638643548219,-1.2060127001882663
4415,YLR212C,YKR026C,41.90143458500006,48.07862501400007,0.4220137566821637,249.00000000000003,4.168,4.475,1.244,0.667,0.0,1.01,0.595,0.741,5.0,0.982,1.282,5.0,0.759,0.0,0.0,0.841,0.741,0.304,2.357,0.0,-5.365376526381078,-1.567205031854318,-1.1714342,-6.250993,-5.8090860646173255,-1.3444454979714575
4416,YKR026C,YPL240C,48.07862501400007,372.98178391199946,0.2287798599541404,0.0,1.282,5.0,0.759,0.0,0.0,0.841,0.741,0.304,2.357,0.0,5.0,5.0,2.828,2.731,2.093,4.086,2.459,1.796,2.593,2.601,-4.529688371504183,-2.3071258945955253,-2.3424253,-4.5801597,-4.5316811327938105,-2.397190886995984
4417,YKR026C,YPL246C,48.07862501400007,64.33029711949992,0.6375463427701549,0.0,1.282,5.0,0.759,0.0,0.0,0.841,0.741,0.304,2.357,0.0,5.0,4.358,1.376,1.594,4.189,2.976,0.683,0.0,0.71,0.826,-5.850420775041416,-1.0495262609252547,-1.4463658,-5.8941956,-5.535253392590887,-1.401004880542739
4418,YKR026C,YJL145W,48.07862501400007,46.13103325500007,0.7975251296098751,0.0,1.282,5.0,0.759,0.0,0.0,0.841,0.741,0.304,2.357,0.0,4.311,5.0,0.704,5.0,1.204,5.0,4.136,0.704,0.0,0.0,-6.11496150869626,-0.8525176521484226,-0.9552677,-6.167673,-6.0811209624436176,-0.9972104661891872
4419,YKR026C,YLR216C,48.07862501400007,203.6750138699999,0.6227194986962393,0.0,1.282,5.0,0.759,0.0,0.0,0.841,0.741,0.304,2.357,0.0,2.4,5.0,1.43,1.143,0.0,0.842,1.15,0.761,0.543,1.16,-5.894834800444269,-1.172417336789629,-1.5394566,-5.5437813,-5.54165049816713,-1.4242270649239892
4420,YKR027W,YLR330W,13.444440571800008,60.47926144339997,0.6061486732232614,999.0,1.688,5.0,4.2,0.682,5.0,1.364,0.779,0.0,0.222,0.744,2.838,5.0,1.798,1.437,5.0,1.978,1.498,0.583,1.415,2.286,-6.209614232719474,-1.271706476635279,-1.1884811,-6.5587354,-6.342114507260494,-1.185087237203068
4421,YER155C,YKR028W,49.1137125705,28.81230173110005,0.4762808462349233,586.0,2.824,5.0,4.225,0.954,0.222,5.0,1.002,0.0,2.058,1.941,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,-6.066787308230378,-0.8661331040176539,-1.4182839,-5.9242125,-5.933102835899956,-1.0416246640924731
4422,YGR026W,YKR028W,102.16707815500004,28.81230173110005,0.6195922544126378,0.0,0.111,4.156,0.222,4.156,0.111,3.667,0.0,0.111,0.0,0.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,-5.363704773037633,-1.4461347028527074,-1.1054853,-6.1175795,-5.59080179266112,-1.3770627451468205
4423,YNL236W,YKR028W,20.559159727200043,28.81230173110005,0.9529546562326572,0.0,5.0,2.361,1.298,0.0,0.222,0.782,0.0,0.246,0.974,0.961,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,-5.985992720723112,-1.0943922656874143,-1.6238086,-5.91547,-6.0037802441394925,-1.26722002148491
4424,YPR046W,YKR028W,11.11487993109995,28.81230173110005,0.3380418160293389,0.0,5.0,1.556,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,-6.370970264295296,-1.2541697106968348,-1.4428217,-5.9392567,-6.223173517227877,-1.246764991286619
4425,YKR028W,YMR024W,28.81230173110005,25.86839063250008,0.2072113218056396,0.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,2.092,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.116679872450711,-0.3095197079665928,-1.2931029,-6.4593296,-6.525980970608655,-0.6995317848954091
4426,YKR028W,YGR193C,28.81230173110005,44.7447057612,0.7802896603973923,0.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,1.241,5.0,5.0,0.0,0.0,0.0,0.0,0.918,0.0,0.0,-6.153234304686189,-0.8262592361271139,-1.1973884,-6.3745356,-6.0801334853838185,-0.9399061322721706
4427,YML043C,YKR028W,16.65242927400007,28.81230173110005,0.7662021991259061,0.0,5.0,2.278,1.774,0.0,0.0,0.0,0.0,0.0,1.277,0.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,-6.274929507139789,-1.5803591622888469,-1.5090833,-5.9319935,-6.209754517010465,-1.483129817675277
4428,YKR028W,YNR016C,28.81230173110005,391.5093655629995,0.9415120554192647,371.0,4.077,4.002,1.005,0.0,0.0,0.978,1.038,0.979,1.071,0.977,2.86,5.0,4.397,5.0,0.867,1.741,1.414,2.271,0.991,1.467,-5.556227643960115,-1.3748702165285624,-1.8302121,-5.8144617,-5.425112181329308,-1.6322643027939523
4429,YKR029C,YDR177W,6.602819146709995,63.85442384680003,0.415036756239618,0.0,5.0,2.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076,4.666,2.094,1.679,0.954,1.077,1.468,1.085,1.334,0.762,-5.009919664477719,-2.2019279071594293,-1.836441,-5.7680407,-5.907718525206982,-1.553443130257793
4430,YKR029C,YDR155C,6.602819146709995,2398.6072066400006,0.5145998551133896,994.0,5.0,2.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.284,1.307,1.466,1.291,1.25,1.436,1.711,-5.326725027614728,-2.125544907490384,-1.7373266,-5.279856,-5.306108043273099,-2.0266239405847832
4431,YKR029C,YBR103W,6.602819146709995,10.292951903700004,0.7801072158018918,999.0,5.0,2.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.705,0.78,0.847,0.0,0.861,0.777,0.0,0.666,1.005,-6.507539000978401,-0.8423268963310452,-0.7626331,-7.0694723,-6.860858932173635,-0.761357265113391
4432,YKR029C,YGL194C,6.602819146709995,15.42655219820002,0.8174552412398665,998.0,5.0,2.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.497,0.842,0.625,0.0,0.822,0.783,0.0,0.954,1.147,-7.096883438763135,-0.5261587360815724,-1.0011238,-6.9431486,-6.880304881487769,-0.6441816611147285
4433,YDR486C,YKR035W-A,28.784463758400072,30.50061064910001,0.6871464118871351,999.0,4.187,5.0,0.899,0.772,1.072,1.367,5.0,1.219,1.132,0.548,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,-5.498717973992358,-1.47681176226827,-1.2822647,-5.819935,-5.73305140436306,-1.305377627025279
4434,YKR035W-A,YLR025W,30.50061064910001,10.683030578800055,0.6453265440143343,999.0,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,4.335,5.0,1.269,1.523,1.647,5.0,2.284,1.256,1.654,1.531,-5.8844167761679795,-0.9276210088743357,-0.986119,-6.696746,-5.969926274049274,-0.9120475721960716
4435,YKL002W,YKR035W-A,38.67440469210007,30.50061064910001,0.8063378371643504,999.0,3.022,5.0,1.308,1.493,1.447,1.79,2.054,1.074,1.628,1.207,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,-6.400746537320702,-0.7919706530564378,-0.91258895,-6.359985,-5.971801935857542,-1.0413800476647013
4436,YPR173C,YKR035W-A,31.4898528559,30.50061064910001,0.5148360834246067,999.0,4.585,5.0,1.63,4.392,1.982,4.477,2.683,1.531,2.199,1.388,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,-5.58165210869961,-1.2771687350761969,-1.3635575,-6.10993,-5.65058147339304,-1.254944052596392
4437,YPL084W,YKR035W-A,18.71652508680012,30.50061064910001,0.5997880830595181,934.0,2.663,5.0,1.104,1.35,1.332,1.921,2.167,1.042,1.531,1.002,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,-5.660419773755237,-1.1358358038284009,-1.2536359,-6.165695,-5.596463661407499,-1.2191550030824685
4438,YKR035W-A,YBL017C,30.50061064910001,56.91611531129989,0.5060839845039266,313.0,2.7,5.0,1.393,1.047,1.126,1.616,1.867,1.133,1.619,0.978,1.674,5.0,1.464,1.886,5.0,3.022,4.548,1.116,1.433,1.532,-5.067850735470608,-1.6011262971005622,-1.6636326,-5.6939907,-5.193891803744018,-1.6900563588198032
4439,YKR037C,YBR233W-A,24.23016515700002,29.036959054499903,0.6737679010560215,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,1.929,1.241,0.0,0.0,0.0,0.0,0.0,4.331,0.0,-6.426670231519813,-0.8093040095076978,-0.72791386,-7.062821,-6.623786062601871,-0.743057514185357
4440,YKR037C,YKL052C,24.23016515700002,26.36119832250004,0.4715473128120089,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,1.51,0.506,0.0,0.0,0.0,0.0,0.0,4.404,0.515,-6.461447668764369,-0.7847894256264717,-0.83089185,-7.032983,-6.586762000706575,-0.7387015130691051
4441,YKR037C,YGL061C,24.23016515700002,21.50452209549997,0.7204793356126875,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,2.172,0.0,0.0,0.0,0.0,0.0,0.0,4.394,0.0,-6.196548633925175,-0.9941284461094488,-0.6524388,-7.0819283,-6.418155378597845,-0.886061527104897
4442,YKR037C,YDR320C-A,24.23016515700002,45.34538811249994,0.5154699826174587,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,2.032,0.0,0.0,0.0,0.0,0.0,0.0,4.355,0.0,-6.9779074973430175,-0.5217219622432145,-0.7589673,-6.9521475,-6.864659557989164,-0.5905441890535518
4443,YKR037C,YDR016C,24.23016515700002,27.101161784200023,0.6095074335098869,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,2.001,0.0,0.0,0.0,0.0,0.0,0.0,4.364,0.0,-6.676017365878105,-0.6493325175480832,-0.70343107,-7.0420084,-6.686308659217334,-0.6757050176441156
4444,YKR037C,YKR083C,24.23016515700002,26.075478155899965,0.6984606366890777,999.0,5.0,1.572,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,5.0,2.293,0.578,0.0,0.0,0.665,0.0,0.574,4.374,0.873,-6.507238964253262,-0.7482072210028826,-0.7700739,-6.954681,-6.839918253634556,-0.8686655457129882
4445,YNL059C,YKR038C,28.9473388105,40.86683126190024,0.7953865106147665,0.0,5.0,3.472,0.0,0.0,0.0,0.0,0.0,0.0,1.111,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-8.886334977335114,-0.0727272909116524,-1.4808754,-5.913682,-7.863993849303525,-0.4604327906871625
4446,YNR007C,YKR038C,8.278489934089999,40.86683126190024,0.3090376050348317,0.0,3.055,5.0,5.0,2.229,1.906,2.107,3.028,2.092,2.022,1.164,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-7.527382725152611,-0.3585219220801353,-1.3147209,-6.0165076,-7.111480298397336,-0.6732239557301102
4447,YGL169W,YKR038C,24.1181299251,40.86683126190024,0.8633085622103199,989.0,3.536,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-7.593098096563684,-0.2771363596563265,-0.8796625,-6.6001816,-7.065224428613751,-0.5651602447396324
4448,YKR038C,YOL126C,40.86683126190024,28.70408386250017,0.1159842865130088,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,5.0,5.0,2.392,1.239,0.545,1.587,1.387,3.255,1.059,1.111,-5.723592255269211,-1.1980464501950745,-0.8571433,-6.339945,-5.74532367119097,-1.3294668565097134
4449,YOR360C,YKR038C,28.96349426249991,40.86683126190024,0.2691573513438288,0.0,4.656,4.751,1.821,1.237,0.959,1.714,1.519,1.104,1.321,2.092,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-6.438663882476628,-0.7237572611478128,-1.3138776,-6.1915703,-6.51539189987825,-0.7861012651169464
4450,YKR038C,YDR001C,40.86683126190024,35.215035449099815,0.3834912440722143,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,2.603,4.665,2.519,1.064,0.559,1.698,1.603,0.946,1.276,1.761,-8.53404056911666,-0.1673000484690618,-1.105185,-6.307982,-5.447629728496107,-1.7107452523763127
4451,YMR171C,YKR038C,20.35924715320001,40.86683126190024,0.8444727615272958,0.0,0.389,5.0,0.0,4.34,1.466,1.554,3.62,0.222,0.0,0.566,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-6.894733366199227,-0.5877983799777765,-1.1544288,-6.381778,-6.851733866132187,-0.712551662442079
4452,YKR038C,YCR002C,40.86683126190024,55.79650955569998,0.8186724367161469,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,2.925,5.0,1.117,0.946,0.0,1.594,1.291,0.0,5.0,4.351,-6.590920925533188,-0.6394185796517908,-0.8653897,-6.8784003,-6.320287076710736,-0.9262551562672996
4453,YKR038C,YKL195W,40.86683126190024,50.527183701299926,0.1387381607402575,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,2.517,5.0,5.0,1.834,0.976,1.391,0.966,1.228,1.434,0.0,-7.062397352715847,-0.3494695079119925,-1.2287114,-6.015274,-6.688118977353152,-0.6150454745365248
4454,YKL191W,YKR038C,74.93525508030015,40.86683126190024,0.8390508652562838,0.0,2.377,4.609,1.136,0.96,0.826,0.855,0.84,0.445,0.884,0.534,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-6.233808552894997,-0.825361983530932,-0.93110514,-6.200713,-6.341010907513723,-0.8275553889935325
4455,YDR434W,YKR038C,28.874134985000115,40.86683126190024,0.6326439917619632,0.0,5.0,5.0,0.333,5.0,0.767,1.405,0.0,0.333,0.0,0.91,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-7.314559585158587,-0.2575526372034538,-1.736491,-6.078392,-7.008460849246469,-0.5907867070999897
4456,YER149C,YKR038C,21.840943073499968,40.86683126190024,0.7618630895523426,0.0,2.833,5.0,1.0,0.994,0.78,1.546,1.047,0.826,1.924,1.559,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,-6.9142682120397145,-0.5593974845564247,-1.1593022,-6.0909557,-6.688767880622225,-0.6997565525735676
4457,YKR038C,YGL056C,40.86683126190024,26.818858015599982,0.8410339062431931,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,4.457,4.44,0.658,0.0,0.0,0.884,0.718,0.0,1.033,0.817,-6.928821885175343,-0.4439422868974838,-1.2449476,-6.107281,-6.464906198869525,-0.7580633859963453
4458,YKR038C,YOR165W,40.86683126190024,55.6199151344,0.4237875431579441,0.0,4.488,4.671,1.681,1.103,0.0,1.17,0.581,1.389,1.026,0.0,2.019,5.0,1.852,5.0,1.276,2.129,1.476,1.282,1.482,0.719,-6.479617523712838,-0.6276588578363521,-1.8145026,-5.6710024,-6.153852846746299,-1.0214761214776256
4459,YKR039W,YHR025W,53.67583807530005,233.7285949970004,0.1427316141947481,0.0,1.928,5.0,1.93,4.398,2.044,5.0,5.0,2.25,1.429,1.969,1.428,3.268,1.59,0.72,0.554,1.07,0.828,0.843,1.058,1.38,-4.098436839654302,-2.7472344896670937,-1.825883,-5.387179,-5.111718957253808,-1.6767104615262105
4460,YNL108C,YKR043C,46.823435818500045,110.20522327400025,0.8781824820924174,0.0,4.2,4.31,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.246,4.607,2.424,0.0,0.0,0.0,0.0,1.334,0.0,0.0,-5.335048915350296,-1.5449297220370035,-1.3682351,-6.125576,-5.566009732461619,-1.4513207396449122
4461,YKR043C,YKL006W,110.20522327400025,2411.878059399999,0.6572478707903242,0.0,4.246,4.607,2.424,0.0,0.0,0.0,0.0,1.334,0.0,0.0,5.0,5.0,2.352,0.581,0.0,0.0,0.0,0.222,0.734,0.0,-4.998976047751701,-1.5626452564512952,-1.6233319,-5.099099,-5.158405701342372,-1.533947901106787
4462,YKR043C,YGR118W,110.20522327400025,1660.1450425599987,0.6031512775684666,0.0,4.246,4.607,2.424,0.0,0.0,0.0,0.0,1.334,0.0,0.0,2.18,5.0,2.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.694620050439111,-0.994037805892759,-1.2954283,-5.384897,-5.58575805407362,-1.1450007316626551
4463,YOR326W,YKR048C,114.42712753300012,182.1409249780002,0.7365135329479509,888.0000000000001,4.679,5.0,2.072,2.12,2.205,2.423,5.0,2.219,4.604,1.856,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-5.4939404447010824,-1.3141475471192892,-1.3974131,-5.331893,-5.525226661334921,-1.2493327535372958
4464,YKR048C,YDR381W,182.1409249780002,133.672344546,0.6379271826406064,786.0,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,5.0,2.982,1.092,0.724,0.0,0.55,0.0,0.0,1.054,0.745,-4.547772927342862,-1.7861405368803558,-1.2609555,-5.7059116,-4.744151775228541,-1.5937750619836688
4465,YOL070C,YKR048C,8.792067283439984,182.1409249780002,0.8430413307726954,943.0,2.081,5.0,0.0,0.558,0.0,0.666,0.0,0.0,5.0,5.0,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-5.938939460733273,-1.1503762644623823,-1.136776,-5.9235725,-5.889117099919981,-1.1304424671605435
4466,YOL012C,YKR048C,88.54480106750012,182.1409249780002,0.3091564075539847,998.0,4.796,2.017,1.425,1.059,0.834,1.002,0.968,0.509,1.804,0.98,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-6.32141263290593,-0.4851860606161649,-0.98929024,-6.279191,-6.133036097965281,-0.7737986686649055
4467,YDR101C,YKR048C,113.31257759000007,182.1409249780002,0.914769299113048,188.0,5.0,5.0,0.797,0.538,0.0,0.0,0.0,0.181,1.073,0.0,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-5.00046857606295,-1.3986908746600764,-1.3184712,-5.797805,-5.054648774715148,-1.8052352039115704
4468,YGL099W,YKR048C,57.66622289610009,182.1409249780002,0.9180989049556696,0.0,3.501,5.0,0.983,0.608,0.0,0.639,0.0,0.0,0.699,0.0,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-5.129423650698602,-1.524678397336064,-1.6917263,-5.701206,-5.148219229533414,-1.6290419735018062
4469,YBR267W,YKR048C,56.01037787170007,182.1409249780002,0.9247971906096633,851.0,3.637,5.0,0.91,0.539,0.0,0.526,0.0,0.0,0.896,0.0,4.31,5.0,0.807,0.0,0.0,0.754,0.0,0.0,5.0,0.654,-7.235168608051337,-0.5068946791382444,-1.11712,-6.2428226,-6.504022833588649,-0.8516284124469141
4470,YKR049C,YPL078C,53.5233498989999,92.32567797329986,0.6136703627747594,0.0,1.991,4.584,4.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,5.0,5.0,0.898,0.0,1.251,1.1,0.0,0.711,0.876,-5.562007784685787,-1.5219522059201522,-1.5823059,-5.7168818,-5.554098743810616,-1.587643801612971
4471,YKR049C,YBR039W,53.5233498989999,133.7995773530002,0.2503190217170732,0.0,1.991,4.584,4.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.656,5.0,5.0,0.924,0.0,1.073,0.889,0.625,0.571,0.965,-5.3038138407303,-1.7228359005931684,-1.700932,-5.473383,-5.260118920961015,-1.7726880171192707
4472,YKR052C,YDR280W,24.1181299251,15.62555312959994,0.347790405244457,0.0,1.968,5.0,5.0,0.938,0.925,1.854,1.932,2.287,0.0,1.217,5.0,5.0,0.222,0.0,0.0,0.0,0.0,0.222,1.162,0.0,-5.438819833360958,-1.8614971872611896,-1.2681898,-6.4301205,-5.783705135038211,-1.5677850050605109
4473,YMR299C,YKR054C,9.988219142289989,15.411178610500036,0.4509990722711782,994.0,2.501,5.0,0.0,0.0,0.0,0.0,0.0,0.333,5.0,0.0,2.269,5.0,1.605,1.222,1.394,1.805,1.415,1.622,5.0,0.973,-5.902704501617371,-1.5210351572885727,-1.1330577,-6.624239,-6.153647248164017,-1.367506048454334
