,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Endosome,Cmin_Lysosome,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Extracellular_region,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Endosome,Cmax_Lysosome,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Extracellular_region,Kd,int_stoich,fb_pred,Kd_pred,corum,Kd_pred_RF,fb_pred_RF
0,AAGAB,AP2S1,70.34428533000005,263.53131700000057,0.3797773027632265,917.0,4.468,4.55,0.375,0.707,1.433,1.131,1.24,0.795,0.0,0.537,2.25,1.763,5.0,2.751,1.081,1.645,5.0,4.336,4.255,0.818,1.218,1.322,-5.709642311097185,-0.9934735183874548,-1.2317696,-6.027305,0.0,-5.49377306396823,-1.245094595764694
1,AAK1,RBM12,15.224609670000023,106.72202130000063,0.3377711488003701,217.0,3.093,4.823,2.506,1.51,1.813,4.619,2.216,1.833,0.849,1.641,1.787,4.824,1.811,0.774,0.0,0.0,2.724,0.0,0.375,0.0,0.555,0.844,-5.704805158130811,-1.7236272433568671,-2.5930943,-4.7689705,0.0,-5.03376981115573,-2.321641701199042
2,AAK1,NECAP2,15.224609670000023,45.437124369999864,0.0119859741771439,836.0,3.093,4.823,2.506,1.51,1.813,4.619,2.216,1.833,0.849,1.641,1.787,1.941,4.509,0.0,0.0,0.685,4.193,1.271,0.0,0.0,0.188,0.881,-5.388410086409363,-1.935584788935364,-1.7235126,-5.7050357,0.0,-5.362815357073647,-1.9293828788273868
3,AAK1,AP2B1,15.224609670000023,102.78142639999965,0.3963328364344076,958.0,3.093,4.823,2.506,1.51,1.813,4.619,2.216,1.833,0.849,1.641,1.787,1.745,5.0,1.355,1.355,1.805,5.0,4.428,4.37,0.838,1.7,1.567,-5.763922199160079,-1.7450343357433225,-1.6377132,-5.7340283,0.0,-5.563158433662054,-1.9581370049457172
4,AAK1,AP2S1,15.224609670000023,263.53131700000057,0.0821765040655136,953.9999999999999,3.093,4.823,2.506,1.51,1.813,4.619,2.216,1.833,0.849,1.641,1.787,1.763,5.0,2.751,1.081,1.645,5.0,4.336,4.255,0.818,1.218,1.322,-5.7947278110683005,-1.5816734359067612,-1.6750292,-5.337101,0.0,-5.575555353537751,-1.909915034021514
5,DKC1,AAMP,209.6643583,204.98855000000069,0.0707415600200413,601.0,5.0,4.267,2.511,1.491,0.887,1.396,0.912,1.036,0.901,1.699,1.467,2.397,5.0,1.079,0.572,0.659,5.0,0.588,0.768,0.0,4.258,4.365,-4.906512387858723,-1.2516230034304483,-1.7595205,-4.676133,0.0,-4.699942176981,-1.571524935570766
6,AAR2,CD2BP2,34.90334933000001,101.89921999999983,0.5024267984033893,967.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,5.0,5.0,1.281,0.999,0.907,1.494,1.033,0.81,0.0,1.261,1.546,-4.552043345319303,-1.9410236529006504,-1.6261855,-5.2107844,0.0,-4.771297690473362,-1.9030892061564373
7,AAR2,RPN2,34.90334933000001,192.12181599999897,0.2259109989517396,211.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,4.276,5.0,1.189,5.0,1.431,1.832,1.018,1.339,0.188,1.176,2.365,-3.010138215829216,-3.4688579185877257,-2.8407736,-4.08959,0.0,-3.403512085206432,-3.1774891616100787
8,AAR2,SNRPF,34.90334933000001,131.2606710000002,0.1139805093463255,779.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,5.0,5.0,1.227,0.741,0.505,0.692,0.0,0.761,0.0,1.109,2.768,-5.113191532458378,-1.4376875880298787,-2.282278,-4.569069,0.0,-4.891656004083057,-1.689062005694583
9,AAR2,PTGES3,34.90334933000001,506.5630613000011,0.1004522644468181,514.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,5.0,4.591,1.817,1.874,1.3,1.878,1.128,1.415,1.251,1.829,2.258,-3.2198305583764624,-3.2608379412265203,-2.6184578,-4.3802576,0.0,-3.570966100625392,-3.034364757887351
10,AAR2,POLR2E,34.90334933000001,332.69245270000073,0.0491272814904371,204.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,5.0,4.554,1.365,1.0,0.641,1.599,0.508,0.0,0.922,1.485,0.894,-2.4390663620920647,-4.039264829446806,-2.5554953,-4.3402042,0.0,-3.3399986721062738,-3.492446535308029
11,AAR2,SNRPD2,34.90334933000001,797.665064699999,0.2090071160439998,758.0,4.503,3.49,1.111,0.0,0.0,0.0,0.0,0.0,0.371,0.784,0.0,5.0,5.0,1.277,1.046,0.706,1.316,0.699,0.621,0.767,1.281,4.254,-4.724176559256807,-1.824979804273331,-2.4084773,-4.5086126,0.0,-4.524343978215225,-2.3483040980957823
12,AATF,MSN,83.94579673000004,64.96855267000005,0.5205562681085915,216.0,5.0,5.0,1.472,1.364,0.925,1.21,0.645,0.654,0.505,2.343,1.072,4.583,5.0,2.516,2.063,2.481,5.0,2.324,2.079,1.013,5.0,4.493,-2.978981863555832,-3.364381628839185,-2.4838173,-3.5596287,0.0,-3.0298693300742685,-3.3643801414502805
13,RAB11A,AATF,235.15864449999984,83.94579673000004,0.0100127868263075,199.0,2.603,5.0,2.247,2.632,5.0,5.0,5.0,3.176,1.538,5.0,5.0,5.0,5.0,1.472,1.364,0.925,1.21,0.645,0.654,0.505,2.343,1.072,-4.716907286517049,-3.011350828202517,-3.0941806,-4.1447287,0.0,-4.588290206770128,-2.9664586555478123
14,ABCB1,CANX,6.381062100000007,685.9889127999966,0.5759527375048493,326.0,4.747,5.0,2.72,2.404,2.011,5.0,2.306,2.508,2.349,2.689,4.569,3.714,4.987,4.125,4.989,3.055,3.153,2.898,2.834,1.936,2.586,4.591,-3.721315477194811,-4.20491509524236,-3.3262813,-4.1099033,0.0,-4.043354681291693,-3.8246407173604977
15,ABCB1,RAB11A,6.381062100000007,235.15864449999984,0.2685542682701904,383.0,4.747,5.0,2.72,2.404,2.011,5.0,2.306,2.508,2.349,2.689,4.569,2.603,5.0,2.247,2.632,5.0,5.0,5.0,3.176,1.538,5.0,5.0,-5.787106477307828,-2.14081244334804,-2.587743,-4.8721704,0.0,-4.565624350898774,-3.0547528163093505
16,ABCC1,ALCAM,23.08019161000002,33.12985162999996,0.5647001389698735,457.0,2.59,2.757,2.445,2.113,1.742,4.873,1.919,2.164,1.693,2.326,4.508,2.556,3.966,2.074,2.001,1.349,5.0,1.743,1.715,2.626,2.706,4.548,-4.683948345306962,-2.602083648062804,-1.7712085,-5.434162,0.0,-4.702710099316368,-2.7435751453183634
17,ABCD3,SAE1,55.635776399999884,223.93343570000027,0.3799903549976078,213.0,1.895,5.0,3.821,1.919,1.517,1.797,1.644,1.932,5.0,1.505,1.615,5.0,4.261,2.219,1.458,0.875,1.524,1.007,1.287,0.949,1.644,1.431,-2.2946613473650057,-4.1926894617287696,-2.806766,-3.616759,0.0,-2.7717624662483256,-3.7060457818535326
18,PEX3,ABCD3,34.562716670000036,55.635776399999884,0.5669150270007052,942.0,4.569,5.0,2.466,5.0,1.651,2.018,1.638,1.696,5.0,1.516,1.452,1.895,5.0,3.821,1.919,1.517,1.797,1.644,1.932,5.0,1.505,1.615,-3.4813950582780016,-3.1629301194690704,-2.052361,-4.7387457,0.0,-3.782634167188121,-2.786721408560364
19,ABCD3,UBA1,55.635776399999884,410.08757000000134,0.3384042485923311,246.0,1.895,5.0,3.821,1.919,1.517,1.797,1.644,1.932,5.0,1.505,1.615,5.0,5.0,5.0,2.121,1.602,2.138,1.981,2.189,1.682,2.112,4.372,-2.2216530093858307,-4.265801648959107,-3.355917,-3.2955067,0.0,-2.773087871064765,-3.7687084218712816
20,ABCD3,RAB2A,55.635776399999884,66.96634886999963,0.6882193403827561,256.0,1.895,5.0,3.821,1.919,1.517,1.797,1.644,1.932,5.0,1.505,1.615,4.571,4.782,1.954,3.901,4.059,2.104,2.539,4.468,0.755,2.084,4.391,-2.7408876040067165,-3.74658135395804,-3.45897,-3.2661297,0.0,-3.154134138987132,-3.4210506399874223
21,EIF3B,ABCE1,259.2337721000016,138.01953700000013,0.5050294159048205,994.9999999999999,4.235,5.0,1.703,1.637,0.867,1.384,1.053,1.207,0.0,1.689,4.301,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-5.180387534776914,-0.8058167171693462,-1.1258814,-4.5243034,0.0,-5.0970897864134,-0.9788575470420436
22,CTCF,ABCE1,51.427067279999946,138.01953700000013,0.0325541380348923,220.00000000000003,5.0,3.367,2.222,1.724,1.356,2.072,1.473,1.482,1.065,2.204,2.06,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.998175500212042,-2.625512940403836,-2.5889523,-3.7426627,0.0,-4.046167177830476,-2.4096890119425693
23,ABCE1,CAPRIN1,138.01953700000013,203.5198229999998,0.3488773940260768,440.00000000000006,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,3.307,5.0,1.509,1.675,1.301,1.48,1.217,1.24,0.731,1.667,1.467,-3.478191319695021,-2.2765625000339,-2.3929088,-3.5762184,0.0,-3.5620990991286474,-2.343156161631517
24,ABCE1,SRP9,138.01953700000013,744.4912667,0.3147456913591639,470.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-3.917435016366511,-1.845114842022174,-2.126618,-3.9170153,0.0,-3.953473301342232,-1.9862434403576883
25,GSPT1,ABCE1,195.28161100000008,138.01953700000013,0.5677342436880809,852.0,2.582,5.0,1.307,1.155,0.651,1.147,0.612,1.127,0.0,1.329,1.288,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.0646738309015653,-2.788395280165091,-1.8861428,-4.464324,0.0,-3.4015970520807683,-2.39289073199788
26,ABCE1,HMGB2,138.01953700000013,386.4990967000008,0.0157270884535896,276.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,1.418,1.707,0.0,1.291,0.754,0.953,0.74,1.498,5.0,-2.750727211253453,-3.000972701980239,-2.578007,-3.6964471,0.0,-3.0774306798173616,-2.7626318530655904
27,ABCE1,RPL4,138.01953700000013,4474.050257999998,0.4594431360464413,968.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,2.377,5.0,0.999,1.587,1.043,1.316,0.939,1.728,4.341,-3.89329891325707,-1.888159436787864,-1.6543012,-4.7066975,0.0,-4.184951370006909,-1.7603758402856975
28,ABCE1,RPL5,138.01953700000013,2558.0546330000057,0.4233432489384222,909.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,2.548,4.361,1.136,1.64,1.215,1.317,0.768,1.685,4.331,-3.431309594836174,-2.331002365838151,-1.8187987,-4.3592296,0.0,-3.7507513434078663,-2.086894965438141
29,TOP2A,ABCE1,135.54967930000015,138.01953700000013,0.2670846557807398,285.0,5.0,5.0,2.842,1.908,1.317,2.192,1.588,1.707,1.443,2.615,2.192,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-2.75211915285599,-3.4897105443420307,-2.2154148,-3.705127,0.0,-3.0876815512618005,-3.241700784968819
30,ABCE1,EIF4A1,138.01953700000013,1236.5693729999975,0.7235580677222213,669.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,2.201,2.181,1.49,5.0,1.729,1.81,1.215,2.101,4.397,-3.63390166317841,-2.135139900899936,-2.0500653,-4.0798416,0.0,-3.733177419823386,-2.2625744845895026
31,SRP19,ABCE1,125.32968969999989,138.01953700000013,0.6748475376489932,387.0,5.0,5.0,2.447,1.972,0.947,1.638,0.783,0.614,0.0,0.759,1.627,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.386201854574699,-3.122801097418084,-2.2072983,-3.9090207,0.0,-3.576113495646983,-2.8694872704205308
32,ABCE1,RPL19,138.01953700000013,2357.1323300000035,0.4125817441486634,872.0000000000001,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,4.655,5.0,2.249,1.839,1.398,1.868,1.348,1.419,1.171,1.829,2.013,-4.2297829103297895,-1.555135021318657,-1.9147162,-3.8266327,0.0,-4.19343908195703,-1.6233610632193205
33,SRP72,ABCE1,126.46720069999978,138.01953700000013,0.6586871917480847,451.0,3.449,5.0,1.292,5.0,1.096,2.47,0.814,0.79,0.0,1.451,0.958,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.484954989784245,-2.548989960123944,-2.4745138,-3.5474668,0.0,-3.620570983824984,-2.5731110011367115
34,EIF5,ABCE1,388.23381200000193,138.01953700000013,0.2573941730024528,986.0,2.827,5.0,2.007,1.799,0.909,4.54,1.058,1.234,0.643,1.576,1.38,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-2.4680675733215995,-3.38095919546088,-1.8871615,-3.778912,0.0,-2.9559189267074,-2.961719819542728
35,RBM42,ABCE1,123.61164330000028,138.01953700000013,0.1367709062445206,200.0,4.68,4.394,1.992,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.722,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-4.689104351963802,-1.9002183634429703,-2.2968233,-4.242853,0.0,-4.626144481754126,-1.8624758176503369
36,ABCE1,RBM8A,138.01953700000013,435.3099473000009,0.4713825444733964,323.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,2.058,1.835,1.416,2.123,1.975,1.713,1.185,1.997,2.173,-3.6101987617530753,-2.151048339458223,-2.573228,-3.4711785,0.0,-3.6701396461974953,-2.2051864537525785
37,ABCE1,RACK1,138.01953700000013,3756.453288999998,0.4125582469667531,988.0000000000001,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,5.0,5.0,4.436,2.196,1.761,5.0,1.875,1.952,1.511,2.374,4.472,-4.257409812437127,-1.545710227188604,-1.7640731,-4.2069583,0.0,-4.251929951074322,-1.6368275131192205
38,ABCE1,EIF3G,138.01953700000013,358.3392583000007,0.3685455518343055,939.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,3.534,5.0,1.397,1.176,0.0,0.949,0.0,0.656,0.0,1.212,0.928,-5.0993559728823,-0.8154755734074569,-1.0879059,-5.6693835,0.0,-4.036958387816268,-1.7253202884185483
39,ABCE1,RPS16,138.01953700000013,3075.1030969999993,0.286696116335088,977.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-4.884623879323866,-0.9978963228889868,-1.5886178,-4.4163055,0.0,-4.751437000833072,-1.2083019040256222
40,ABCE1,RPS11,138.01953700000013,2906.3982530000008,0.4287703221299989,971.0000000000001,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,4.717,5.0,1.957,1.458,0.704,1.383,0.868,1.156,0.591,1.388,4.304,-5.241892496895993,-0.8299119789605874,-1.5479181,-4.4152765,0.0,-4.885022980511812,-1.1227558863587894
41,ABCE1,CAPZB,138.01953700000013,178.8647653000002,0.3488504747905122,169.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-1.293268307270297,-4.45658915527139,-3.3774092,-2.638513,0.0,-2.2367006462115637,-3.4621947175635768
42,SRP68,ABCE1,129.5787225999998,138.01953700000013,0.1513166421629876,338.0,4.584,5.0,1.473,4.411,0.726,1.201,0.0,0.618,0.0,0.756,0.78,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.721971191184812,-2.404476741075245,-2.5638342,-3.549032,0.0,-3.7324700910838247,-2.349396963138092
43,METAP2,ABCE1,215.9258872999996,138.01953700000013,0.2995445597191244,429.0,2.646,4.737,2.238,1.403,0.976,4.574,1.399,1.712,0.914,1.587,1.491,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.439869005621379,-2.695293710753319,-2.4101877,-3.5867162,0.0,-3.5359478614802304,-2.745663753096979
44,G3BP2,ABCE1,140.06581109999993,138.01953700000013,0.3902148151596399,580.0,2.09,5.0,1.524,1.617,1.061,1.424,1.338,1.36,0.0,1.636,1.413,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-3.0290153834687783,-2.747009527497127,-2.4289377,-3.7419326,0.0,-3.5891871714772288,-2.518324045444516
45,ABCE1,EIF2S3,138.01953700000013,210.11080269999985,0.519570147049055,964.0,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,2.518,5.0,1.445,1.59,0.764,1.015,0.739,0.763,0.188,1.308,4.216,-3.624438010634957,-2.1321415440329194,-1.2085626,-5.701613,0.0,-3.955601825696054,-1.8908798281394883
46,FKBP5,ABCE1,39.27842567000005,138.01953700000013,0.2136035799195738,247.00000000000003,4.845,4.783,2.191,1.93,1.106,2.095,1.402,1.671,1.351,2.246,4.433,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-2.8810543476655943,-3.442264094356221,-2.851591,-3.5117092,0.0,-3.077709754946907,-3.3028757876225323
47,PSPC1,ABCE1,61.57429400000005,138.01953700000013,0.3595656007337982,269.0,5.0,4.02,2.075,1.023,0.77,1.366,0.604,0.743,0.645,1.414,1.351,3.004,5.0,5.0,1.633,1.148,1.732,1.333,1.433,2.024,1.468,1.55,-4.179956907854776,-1.750813303519411,-2.3043673,-3.8212876,0.0,-4.106070524203672,-1.915435098665696
48,ABCF2,RPS16,164.3599932999997,3075.1030969999993,0.1828993931957961,658.0,3.514,3.736,2.463,1.148,0.603,4.267,0.787,0.824,1.058,1.145,1.042,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-4.3135012872405065,-1.7143929238678357,-2.1361985,-4.521512,0.0,-4.387193804897717,-1.7752443244080405
49,ABCF2,PSPC1,164.3599932999997,61.57429400000005,0.2066551859449996,263.0,3.514,3.736,2.463,1.148,0.603,4.267,0.787,0.824,1.058,1.145,1.042,5.0,4.02,2.075,1.023,0.77,1.366,0.604,0.743,0.645,1.414,1.351,-3.7367232400966497,-2.2607560542649217,-2.2700663,-4.235929,0.0,-3.877612228031473,-2.136981965197246
50,ABCF2,CAPZB,164.3599932999997,178.8647653000002,0.3517675664391508,254.0,3.514,3.736,2.463,1.148,0.603,4.267,0.787,0.824,1.058,1.145,1.042,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-1.623130416207371,-4.3691385042869735,-2.9842868,-2.7884896,0.0,-2.14007698787246,-3.838353802768625
51,RTN4,ABHD10,110.98150890000004,60.405006670000105,0.5697268691706882,235.0,5.0,5.0,1.992,5.0,1.806,5.0,1.806,1.716,1.115,2.282,2.113,2.381,5.0,5.0,1.136,1.36,1.163,1.061,1.405,1.344,0.767,0.0,-3.6205535665746233,-2.6922875551333645,-2.3686187,-3.6808598,0.0,-3.6480299048392,-2.613816271908612
52,ABHD12,CANX,33.011684670000065,685.9889127999966,0.0683664912505271,213.0,1.415,5.0,1.636,5.0,0.547,4.63,0.999,1.379,2.275,1.234,1.599,3.714,4.987,4.125,4.989,3.055,3.153,2.898,2.834,1.936,2.586,4.591,-3.938213013491805,-3.183862741357449,-2.940215,-4.195264,0.0,-4.01275509147157,-3.1528964047273838
53,ABHD14B,SAR1B,45.497501999999784,50.253048719999974,0.8853991071372225,199.0,5.0,4.638,1.07,0.942,0.502,0.857,0.53,0.657,1.31,0.723,4.167,2.406,5.0,1.793,5.0,3.886,1.582,1.442,5.0,0.831,1.197,1.992,-4.445265191160931,-1.9643675153076503,-2.194672,-4.5434074,0.0,-4.372441555690172,-2.1665360357981345
54,WASF1,ABI1,58.76726276000005,26.501758270000014,0.4411738759599468,999.0,3.445,4.58,3.309,1.25,1.282,2.041,1.644,1.315,0.0,4.684,1.539,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,-6.253993229022271,-0.8932884930927166,-1.9407204,-4.5010643,0.0,-6.154537102633566,-0.9758206539080224
55,SLC1A3,ABI1,29.790668000000032,26.501758270000014,0.3379560542078459,227.0,3.217,4.344,3.219,1.989,1.397,4.818,1.698,1.903,1.181,2.829,2.98,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,-5.789482821984732,-1.2034074840162725,-3.0726418,-3.6512153,0.0,-5.380325165278995,-1.8653556650815568
56,WASF2,ABI1,43.06462933000017,26.501758270000014,0.0680072755189786,999.0,3.283,5.0,1.803,1.336,1.465,4.27,3.076,1.51,0.0,4.558,4.347,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,-5.983962714894693,-0.9563843718704758,-2.1166089,-4.231898,1.0,-6.006670207384112,-1.036913174499618
57,BAIAP2,ABI1,31.21487123000002,26.501758270000014,0.0338176351867755,984.0,4.343,5.0,1.44,1.385,2.051,4.667,1.667,1.239,0.0,5.0,4.329,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,-4.078587060528927,-2.754409188876528,-2.1762073,-4.539979,0.0,-4.675349712893945,-2.2634111053280006
58,ABI1,CTTN,26.501758270000014,112.08738469999994,0.4376194158973476,677.0,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,2.471,5.0,2.028,3.763,4.4,4.555,2.382,2.214,1.011,5.0,2.317,-3.280499473694156,-3.289459211717701,-3.0291803,-3.672641,0.0,-4.535909806924048,-2.7509326840610115
59,ABI1,ACTB,26.501758270000014,1371.4372910000016,0.3541460679535587,665.0,4.064,5.0,1.403,4.241,1.374,2.068,1.547,1.253,0.835,4.075,4.303,5.0,4.918,3.696,3.316,2.763,4.47,2.987,3.251,2.749,5.0,4.74,-4.327477186022864,-2.25096441601077,-2.2354965,-4.5233145,0.0,-4.429397136226053,-2.252514791156488
60,ABI2,YWHAZ,47.90514362999999,479.14495499999896,0.0107383406290894,287.0,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,5.0,5.0,2.654,2.091,1.673,2.367,1.888,1.906,1.399,2.551,4.483,-3.7274280966584574,-3.503664028127965,-3.3487298,-3.8768408,0.0,-3.7296169104897454,-3.4399511789364032
61,ABI2,YWHAE,47.90514362999999,1397.5557550000055,0.1276727546083135,196.0,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,5.0,5.0,3.893,4.384,1.668,2.048,1.741,1.701,1.491,2.438,4.4,-4.528423892246757,-2.8278924162464607,-2.9466805,-4.1137185,0.0,-4.395560738056388,-2.9040190983116343
62,ABI2,WASF1,47.90514362999999,58.76726276000005,0.0373735609880278,999.0,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,3.445,4.58,3.309,1.25,1.282,2.041,1.644,1.315,0.0,4.684,1.539,-6.636921338608131,-0.8031715546987781,-1.5143905,-5.4994493,0.0,-6.484448818727401,-0.9010016131499056
63,ABI2,ACTB,47.90514362999999,1371.4372910000016,0.166582025725815,642.0,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,5.0,4.918,3.696,3.316,2.763,4.47,2.987,3.251,2.749,5.0,4.74,-5.615317499692416,-1.7265463458806842,-1.7053182,-5.3603983,0.0,-5.5520800590516695,-1.4547803958268262
64,ABI2,WASF2,47.90514362999999,43.06462933000017,0.3270604764075464,999.0,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,3.283,5.0,1.803,1.336,1.465,4.27,3.076,1.51,0.0,4.558,4.347,-6.257545229946425,-1.0929455579406169,-1.5946943,-5.497752,0.0,-6.168027862418268,-1.1345744307231656
65,ABI2,BAIAP2,47.90514362999999,31.21487123000002,0.1375502988469536,969.9999999999999,4.721,5.0,1.144,1.102,1.081,1.778,1.122,0.955,0.0,3.932,1.375,4.343,5.0,1.44,1.385,2.051,4.667,1.667,1.239,0.0,5.0,4.329,-4.906402214985776,-2.3129476765251247,-1.6922586,-5.166452,0.0,-5.134214366818401,-2.076548824359968
66,ABL1,NCKAP1,33.08555333000004,57.67013672999972,0.1781521329636658,827.9999999999999,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,2.091,5.0,1.529,1.459,0.921,3.681,1.219,1.052,1.27,2.277,4.246,-4.960898601449136,-2.538783193162296,-2.3836536,-4.583456,0.0,-4.833079255699336,-2.4838772683753843
67,ABL1,YWHAB,33.08555333000004,171.4434139999997,0.0058651424897668,759.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,5.0,5.0,1.996,1.826,1.497,1.976,1.463,1.592,1.147,2.17,4.355,-2.743280218070248,-4.748734813678336,-2.8811247,-4.1946945,0.0,-3.2579070446867124,-4.22168177645629
68,ABL1,YWHAG,33.08555333000004,121.98233330000005,0.0399739845047381,867.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,5.0,5.0,5.0,1.785,1.486,1.957,1.433,1.641,0.849,3.044,4.369,-3.255757778853419,-4.237573449390079,-2.3158326,-4.803589,0.0,-3.561049303772046,-3.7254048121279375
69,ABL1,YWHAZ,33.08555333000004,479.14495499999896,0.0340528211853927,737.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,5.0,5.0,2.654,2.091,1.673,2.367,1.888,1.906,1.399,2.551,4.483,-4.294005476231403,-3.2630336551396137,-2.8604875,-4.185676,0.0,-4.090196268107499,-3.256090429053008
70,ABL1,YWHAH,33.08555333000004,178.25504900000107,0.2291890284203165,833.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,2.911,5.0,5.0,1.595,1.057,4.343,1.254,1.256,0.977,1.944,4.336,-2.7177271670353416,-4.773951772655682,-2.530559,-4.4199133,0.0,-3.2492881505211453,-4.019269752841253
71,ABL1,WASF2,33.08555333000004,43.06462933000017,0.4071954663695763,779.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,3.283,5.0,1.803,1.336,1.465,4.27,3.076,1.51,0.0,4.558,4.347,-4.346393295462135,-3.1465311466762604,-2.5445342,-4.957808,0.0,-4.540655336672331,-2.95109044105113
72,ABL1,YWHAE,33.08555333000004,1397.5557550000055,0.2382339871382256,718.0,5.0,5.0,4.57,3.457,2.255,4.141,2.213,2.452,1.695,5.0,2.736,5.0,5.0,3.893,4.384,1.668,2.048,1.741,1.701,1.491,2.438,4.4,-5.168587302950166,-2.756246513269595,-2.5770538,-4.506667,1.0,-4.728334656012112,-2.837465531050709
