,Cmin,Cmax,Cmin_rna,Cmax_rna,coex,string,Cmin_Nucleus,Cmin_Cytoplasm,Cmin_Mitochondrion,Cmin_Endoplasmic_reticulum,Cmin_Golgi_apparatus,Cmin_Plasma_membrane,Cmin_Endosome,Cmin_Lysosome,Cmin_Peroxisome,Cmin_Cytoskeleton,Cmin_Extracellular_region,Cmax_Nucleus,Cmax_Cytoplasm,Cmax_Mitochondrion,Cmax_Endoplasmic_reticulum,Cmax_Golgi_apparatus,Cmax_Plasma_membrane,Cmax_Endosome,Cmax_Lysosome,Cmax_Peroxisome,Cmax_Cytoskeleton,Cmax_Extracellular_region,Kd,int_stoich,fb_pred,Kd_pred,corum,Kd_pred_RF,fb_pred_RF
455,ANAPC1,CDC27,70.15497767000016,116.14954829999998,0.2029011364748511,999.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,4.618,1.551,1.173,0.933,1.4,0.92,1.102,0.874,5.0,1.549,-5.989828840169562,-1.1350674933582858,-1.2449763,-5.7851944,1.0,-6.027218499286872,-1.0476354485014026
456,ANAPC1,CAPZB,70.15497767000016,178.8647653000002,0.1630183635958887,189.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-0.3164690467396901,-6.697689316510415,-3.9885657,-2.65456,0.0,-1.2835774430522269,-5.601208195886861
457,ANAPC1,FKBP5,70.15497767000016,39.27842567000005,0.0013668088239021,213.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,4.845,4.783,2.191,1.93,1.106,2.095,1.402,1.671,1.351,2.246,4.433,-1.3449839730014927,-5.669177948204585,-3.4273298,-3.4462335,0.0,-2.290917398807688,-4.742594843475393
458,ANAPC1,SRP14,70.15497767000016,206.53793500000032,0.2965593480351173,237.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,5.0,1.349,2.022,0.804,1.244,0.844,0.811,0.71,1.043,4.238,-3.622705102137165,-3.3953374047736644,-2.5586295,-4.06446,0.0,-3.895462211685831,-2.966371241913748
459,ANAPC1,CDC26,70.15497767000016,52.4438079999999,0.2830118174961716,999.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,-6.451210069148361,-0.8076950195359103,-1.1439114,-6.256056,1.0,-6.595780462025911,-0.7474919672707343
460,ANAPC1,ANAPC16,70.15497767000016,54.505775669999835,0.3754825255708156,999.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-7.866950436596004,-0.2557382721731251,-1.051255,-6.353236,1.0,-7.399441664688005,-0.3832907020521457
461,ANAPC2,ANAPC1,58.55995232999991,70.15497767000016,0.1477512134542067,999.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,-6.37087443145662,-1.072383455325375,-1.3939202,-5.641318,1.0,-6.27650422446447,-1.1419950993129404
462,ANAPC1,CDC16,70.15497767000016,39.18986353000001,0.1358556475816597,999.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,-6.896355322601318,-0.5311001949201454,-1.1041216,-6.272891,1.0,-6.8108140397567976,-0.5856431396449622
463,ANAPC4,ANAPC1,25.17533736999999,70.15497767000016,0.3778583837293522,999.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,-6.6339638933389,-0.8484229157771224,-1.6916314,-5.9350243,1.0,-6.634130749851128,-0.8893892494141277
464,ANAPC1,CDC23,70.15497767000016,58.221192669999844,0.4799202869436739,999.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,5.0,4.774,1.693,2.389,0.0,1.229,0.0,0.902,1.431,1.834,1.979,-7.139994489404367,-0.4160549543500392,-1.2404844,-5.671279,1.0,-6.5587438545729295,-0.9019147178995076
465,ANAPC1,SRP9,70.15497767000016,744.4912667,0.4301392253471222,362.0,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-3.681752182367508,-3.33643295380996,-2.2595935,-4.1087155,0.0,-3.821522932061774,-2.993221378528159
466,DEPDC1B,ANAPC1,28.57478412999999,70.15497767000016,0.1099301667009873,606.0,3.123,3.234,1.466,0.544,1.653,0.981,0.511,0.0,0.516,1.532,0.805,5.0,4.302,1.183,0.823,0.66,3.359,0.633,0.651,0.0,1.575,0.942,-4.236384207135386,-3.75538954296001,-2.360277,-5.3098574,0.0,-4.5686626886924095,-3.155565434807785
467,ANAPC2,ANAPC10,58.55995232999991,27.25837703000005,0.2534618801405713,999.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,-6.242003252418966,-1.1871126871616895,-0.9842767,-6.3774266,1.0,-6.385549126140078,-1.1232488812477408
468,ANAPC10,ANAPC16,27.25837703000005,54.505775669999835,0.3346146302686331,999.0,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-8.412790960664598,-0.1259307557701867,-1.408462,-6.5148177,0.0,-7.804644979394453,-0.3224877666606919
469,ANAPC10,CDC23,27.25837703000005,58.221192669999844,0.2309148962659528,999.0,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,5.0,4.774,1.693,2.389,0.0,1.229,0.0,0.902,1.431,1.834,1.979,-6.778421161349767,-0.5013473153925687,-1.4680746,-5.9210835,1.0,-6.787761942089141,-0.6069424029276815
470,ANAPC10,CDC26,27.25837703000005,52.4438079999999,0.4060656390453511,999.0,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,-6.247231746887132,-0.8581465740627615,-1.458426,-6.3126717,0.0,-6.585240048717889,-0.7973500096380357
471,ANAPC10,CDC16,27.25837703000005,39.18986353000001,0.048038856797044,999.0,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,-6.634367861049428,-0.5882244676642433,-1.2883818,-6.4677267,1.0,-6.716931916291589,-0.6341119982061083
472,ANAPC10,CDC27,27.25837703000005,116.14954829999998,0.1661041089454521,999.0,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,5.0,4.618,1.551,1.173,0.933,1.4,0.92,1.102,0.874,5.0,1.549,-6.202392990237941,-0.8948950073367714,-1.4733274,-5.8412447,1.0,-6.247588413606491,-0.8780282901010511
473,ANAPC4,ANAPC10,25.17533736999999,27.25837703000005,0.120785404008275,999.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,4.691,1.225,0.0,2.042,0.915,0.0,0.0,0.281,1.674,0.601,-6.582207470622993,-0.9044983701190492,-1.3380327,-7.094546,1.0,-6.6409091611796,-0.9536756746944364
474,ANAPC11,MAP2K7,289.13767770000186,42.9426990000001,0.0230015056072788,217.0,5.0,4.374,1.201,0.794,0.754,0.995,0.735,0.952,0.734,1.674,2.615,4.648,4.74,1.986,1.736,1.784,1.863,1.396,1.458,1.039,1.943,1.877,-5.81253553805488,-1.1766832993757397,-2.2093644,-4.229044,0.0,-5.091028792305924,-1.797472003499684
475,ANAPC2,ANAPC11,58.55995232999991,289.13767770000186,0.1742001369187348,999.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.374,1.201,0.794,0.754,0.995,0.735,0.952,0.734,1.674,2.615,-6.642111856595911,-0.9020091800446988,-1.5446627,-5.1580577,1.0,-6.178377564914046,-1.0476053144594066
476,SLC7A6,ANAPC11,46.97473767000028,289.13767770000186,0.3172877444445528,192.0,1.727,1.777,1.518,0.94,0.916,4.83,0.952,1.311,0.664,1.034,1.827,5.0,4.374,1.201,0.794,0.754,0.995,0.735,0.952,0.734,1.674,2.615,-6.740839734336147,-0.9257349113208218,-2.678107,-4.874509,0.0,-6.098683762922168,-1.5323411402842595
477,ANAPC11,CSNK2A2,289.13767770000186,66.80128833000018,0.1210457078049584,183.0,5.0,4.374,1.201,0.794,0.754,0.995,0.735,0.952,0.734,1.674,2.615,5.0,4.471,2.097,1.815,1.527,2.114,1.473,1.587,1.225,2.156,1.928,-3.643016435925502,-3.283375554114357,-2.2917187,-4.151275,0.0,-3.828489620710746,-2.883274400419674
478,ANAPC13,CDC26,59.05680500000003,52.4438079999999,0.4202219339371865,999.0,5.0,2.554,2.06,0.0,0.0,0.696,0.0,0.0,0.0,1.152,2.427,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,-7.864476229927376,-0.4126916294337074,-0.96937436,-6.555715,0.0,-7.544074840845745,-0.5550496501963498
479,ANAPC4,ANAPC13,25.17533736999999,59.05680500000003,0.0436567504607745,999.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,2.554,2.06,0.0,0.0,0.696,0.0,0.0,0.0,1.152,2.427,-6.343206762548206,-1.0503782248390274,-1.3340169,-6.7763596,0.0,-6.790107177232657,-0.9077248656997036
480,ANAPC2,ANAPC13,58.55995232999991,59.05680500000003,0.1429960960010098,998.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,2.554,2.06,0.0,0.0,0.696,0.0,0.0,0.0,1.152,2.427,-6.863027633440416,-0.7299280797883393,-1.0189712,-6.4575405,0.0,-6.619190844783577,-0.8910710077225563
481,ANAPC13,CDC16,59.05680500000003,39.18986353000001,0.1266538195293065,999.0,5.0,2.554,2.06,0.0,0.0,0.696,0.0,0.0,0.0,1.152,2.427,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,-7.788996181657402,-0.3167887278732312,-1.2258189,-6.2952185,0.0,-7.317369518525569,-0.5023016018325833
482,ANAPC16,CDC26,54.505775669999835,52.4438079999999,0.2668306584226983,999.0,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,-5.699943324662803,-1.209226051057834,-1.1387405,-6.177636,0.0,-5.970228849360175,-1.0524742270984175
483,ANAPC2,ANAPC16,58.55995232999991,54.505775669999835,0.0490510116233365,998.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-5.808982148174709,-1.5632788995493894,-1.168092,-6.1382103,1.0,-6.581687771934565,-0.8033068334499205
484,ANAPC4,ANAPC16,25.17533736999999,54.505775669999835,0.1535616817456767,998.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-6.975618990806745,-0.721671890642989,-1.3533431,-6.712453,1.0,-6.980627973073716,-0.763215181223113
485,ANAPC16,CDC16,54.505775669999835,39.18986353000001,0.1344375185413487,999.0,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,-6.324041580580867,-0.7099958405573469,-1.1470094,-6.2909737,1.0,-6.41832595096559,-0.7248902841381346
486,CDC23,ANAPC16,58.221192669999844,54.505775669999835,0.2408793817708911,999.0,5.0,4.774,1.693,2.389,0.0,1.229,0.0,0.902,1.431,1.834,1.979,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-5.751511982128123,-1.18036675060345,-1.1385128,-6.257962,1.0,-6.163081216357885,-1.0127839987413343
487,ANAPC2,SRP14,58.55995232999991,206.53793500000032,0.2446105077532557,218.00000000000003,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,5.0,1.349,2.022,0.804,1.244,0.844,0.811,0.71,1.043,4.238,-4.059694975956665,-3.273349330627707,-2.7071743,-4.004563,0.0,-4.098788877750647,-3.1144434989433982
488,ANAPC4,SRP9,25.17533736999999,744.4912667,0.0512851319556097,239.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-4.084539146906572,-3.208558373011681,-2.6786728,-4.0635767,0.0,-4.193666986515327,-2.9680031341056106
489,ANAPC4,SRP14,25.17533736999999,206.53793500000032,0.3431201659422706,210.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,5.0,1.349,2.022,0.804,1.244,0.844,0.811,0.71,1.043,4.238,-3.945787469604072,-3.345396919479423,-2.86017,-4.1812677,0.0,-4.028477608428354,-3.3255091772789784
490,ANAPC5,SRP9,146.3922356999994,744.4912667,0.6357355159030859,231.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-3.255939649849532,-3.6959377415074015,-2.2322822,-3.8050282,0.0,-3.5656388746731125,-3.14668234382282
491,ANAPC5,ANAPC16,146.3922356999994,54.505775669999835,0.6791062421085526,999.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,5.0,4.636,1.328,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,-7.391665639961879,-0.302211144477366,-0.78973013,-6.4054475,1.0,-7.009766486823209,-0.5007082850519428
492,ANAPC5,CDC26,146.3922356999994,52.4438079999999,0.3861790229852649,999.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,-6.311393005717997,-0.8388231169636243,-0.96140724,-6.203623,1.0,-6.494935272704395,-0.9760471178593392
493,ANAPC5,FKBP5,146.3922356999994,39.27842567000005,0.0709012689812033,243.00000000000003,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,4.845,4.783,2.191,1.93,1.106,2.095,1.402,1.671,1.351,2.246,4.433,-4.1346709088192375,-2.8191418546649896,-2.79423,-3.9000678,0.0,-3.942144053889083,-2.804818079510909
494,ANAPC5,CDC16,146.3922356999994,39.18986353000001,0.0790338479942746,999.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,-6.753964365849075,-0.5468932149412645,-0.947944,-6.1219735,1.0,-6.573856997798472,-0.7947118711205404
495,ANAPC5,CDC27,146.3922356999994,116.14954829999998,0.2475407896794694,999.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,5.0,4.618,1.551,1.173,0.933,1.4,0.92,1.102,0.874,5.0,1.549,-5.908793540367001,-1.139701234323767,-0.99205756,-6.4352837,1.0,-6.013396306609345,-1.1229710577966123
496,ANAPC5,CDC23,146.3922356999994,58.221192669999844,0.5164537070062776,999.0,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,5.0,4.774,1.693,2.389,0.0,1.229,0.0,0.902,1.431,1.834,1.979,-6.749166120949203,-0.5368034066445746,-0.8230846,-6.194043,1.0,-6.652646438403903,-0.6734849454683974
497,ANAPC4,ANAPC5,25.17533736999999,146.3922356999994,0.0875618396927387,999.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,-6.42211017189497,-1.008772164083631,-1.4631765,-6.531337,1.0,-6.3673462953457705,-1.2063566063101567
498,ANAPC2,ANAPC5,58.55995232999991,146.3922356999994,0.1710011409479996,999.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.695,1.245,0.84,0.937,1.466,0.565,0.734,0.961,5.0,1.243,-6.298249019644335,-1.1388073438493325,-1.3740778,-5.5977,1.0,-6.230068835220467,-1.18882292235152
499,ANAPC7,PTGES3,109.37415130000001,506.5630613000011,0.2369953836613395,222.00000000000003,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,5.0,4.591,1.817,1.874,1.3,1.878,1.128,1.415,1.251,1.829,2.258,-3.461179650537192,-2.8864416951477376,-2.8780553,-3.231795,0.0,-3.477494068799299,-2.981530366587961
500,ANAPC7,PARP1,109.37415130000001,923.5723299999944,0.5451545728135141,229.0,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,5.0,5.0,5.0,2.839,2.07,2.971,2.205,2.761,2.116,3.012,2.914,-2.872114499432314,-3.472522093623856,-3.000683,-2.9158583,0.0,-3.4395854192095663,-2.8384964302518925
501,CDC26,ANAPC7,52.4438079999999,109.37415130000001,0.4537762286229808,998.0,5.0,4.339,1.41,0.281,0.0,0.671,0.0,0.0,0.0,1.346,0.557,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-6.372096514665097,-0.6881322837670156,-1.7811723,-5.6998367,1.0,-6.053342032185036,-0.9095983348784142
502,ANAPC2,ANAPC7,58.55995232999991,109.37415130000001,0.3193481206344143,999.0,5.0,4.48,1.297,0.842,0.0,0.972,0.561,0.959,0.0,1.321,0.774,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-6.489169288665128,-1.2250427177511196,-1.6372006,-5.437831,1.0,-6.463413738867433,-1.1662548871740417
503,CDC16,ANAPC7,39.18986353000001,109.37415130000001,0.3233945195038814,999.0,5.0,4.609,1.871,1.514,1.675,1.774,1.979,1.901,1.015,5.0,1.303,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-7.008432130119759,-0.5945381752265854,-1.3521876,-6.403423,1.0,-6.899380133356939,-0.7425917097647016
504,ANAPC7,NUMA1,109.37415130000001,63.87434477000034,0.4081192028861469,227.99999999999997,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,5.0,5.0,2.672,1.25,2.867,5.0,1.31,1.05,0.643,5.0,4.38,-3.960514795787396,-2.387186638781989,-2.4088445,-3.8160546,0.0,-4.521021592949424,-2.312421501356789
505,ANAPC7,TRIM28,109.37415130000001,538.4230269999997,0.022591203627209,212.0,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,5.0,2.938,1.932,1.625,1.236,1.989,1.466,1.644,1.007,1.878,2.244,-2.6845605100112464,-3.6593571531006255,-2.9666295,-3.124295,0.0,-3.1458226413384307,-3.238340034129489
506,ANAPC7,NUCKS1,109.37415130000001,343.28089999999975,0.1550393706179058,206.0,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,4.727,4.329,1.383,0.971,0.791,1.101,0.88,1.032,0.0,1.232,1.23,-4.687025802229598,-1.6906275862580638,-2.463287,-3.8112574,0.0,-4.692308242827861,-1.8200377774369825
507,CDC23,ANAPC7,58.221192669999844,109.37415130000001,0.3190565377477907,999.0,5.0,4.774,1.693,2.389,0.0,1.229,0.0,0.902,1.431,1.834,1.979,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-7.886779716162441,-0.5443908474254339,-1.4088433,-5.826908,1.0,-7.326754444834438,-0.7438797491044186
508,ANAPC4,ANAPC7,25.17533736999999,109.37415130000001,0.2474275509275682,999.0,5.0,4.468,2.149,0.574,0.858,0.814,0.0,0.617,0.0,3.041,0.576,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-6.911707737725568,-1.052785298113767,-1.7848945,-5.9481516,1.0,-6.621497857302227,-1.1014777118479386
509,CDC27,ANAPC7,116.14954829999998,109.37415130000001,0.4207880340617715,999.0,5.0,4.618,1.551,1.173,0.933,1.4,0.92,1.102,0.874,5.0,1.549,5.0,4.754,1.36,0.903,0.657,0.726,0.794,0.561,0.0,5.0,4.147,-6.62566076382806,-0.557571371503032,-0.9332903,-6.5373125,1.0,-6.509459621769806,-0.7069907504895427
510,ANGEL1,LSM14A,27.454977329999842,87.78390861000013,0.1105999503478889,217.0,4.462,5.0,5.0,4.141,4.161,0.196,0.0,0.437,0.281,0.0,1.875,1.82,5.0,1.245,1.153,0.937,0.935,0.941,0.891,0.638,5.0,0.789,-4.109640464901568,-3.1000678854884125,-3.1096807,-3.8334208,0.0,-4.197138757333443,-3.245661131688766
511,ANKHD1,PHAX,76.66012015000008,74.39369666999984,0.2760212066687497,248.0,1.606,3.621,1.253,0.628,0.598,0.955,0.945,0.55,0.0,1.308,0.907,4.785,4.442,0.996,0.774,0.0,0.0,0.0,0.0,0.0,0.993,0.711,-4.931987689613982,-2.0440434229012765,-2.1379833,-4.5457544,0.0,-4.966155130414148,-2.2066085204157297
512,ANKHD1,ANKRD17,76.66012015000008,53.956317999999904,0.6107876241021044,811.9999999999999,1.606,3.621,1.253,0.628,0.598,0.955,0.945,0.55,0.0,1.308,0.907,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,-5.188718722179591,-1.7942171909258655,-1.6402669,-5.6604457,0.0,-5.206596597412817,-1.9372386412080629
513,ANKHD1,DDOST,76.66012015000008,217.37234459999976,0.0810968111416875,206.0,1.606,3.621,1.253,0.628,0.598,0.955,0.945,0.55,0.0,1.308,0.907,1.861,5.0,1.785,5.0,1.413,4.615,1.173,4.318,0.917,1.267,1.701,-4.506043449821427,-2.470060796475221,-2.4184947,-4.7530546,0.0,-4.265704051735241,-2.4924918149050304
514,ANKHD1,RPN1,76.66012015000008,197.09055030000013,0.0617990596901525,213.0,1.606,3.621,1.253,0.628,0.598,0.955,0.945,0.55,0.0,1.308,0.907,2.661,5.0,1.61,5.0,1.893,2.135,1.243,1.343,1.144,1.404,1.925,-3.806806136655279,-3.159597300612304,-2.4288886,-4.344819,0.0,-3.896251292261941,-2.9265912736157054
515,ANKHD1,RPS16,76.66012015000008,3075.1030969999993,0.3697193969339283,195.0,1.606,3.621,1.253,0.628,0.598,0.955,0.945,0.55,0.0,1.308,0.907,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-4.572584504725516,-2.43874567286016,-2.213192,-4.6497664,0.0,-4.506885555076022,-2.3339439827954696
516,ANKLE2,CCDC47,61.203380329999966,135.1943025,0.0464397441377526,222.00000000000003,2.962,5.0,1.022,5.0,0.537,0.992,1.157,0.834,0.0,1.619,0.56,1.151,5.0,0.938,5.0,0.598,0.989,0.511,0.0,0.141,0.779,1.47,-3.5683640220362003,-3.2941213937398115,-2.5416007,-4.193378,0.0,-3.8388863716748585,-2.826010125889454
517,ANKLE2,PPP2CA,61.203380329999966,149.88488900000027,0.2700826449488475,867.0,2.962,5.0,1.022,5.0,0.537,0.992,1.157,0.834,0.0,1.619,0.56,5.0,5.0,5.0,1.764,1.315,3.376,1.414,1.572,0.996,5.0,4.469,-5.291939810998739,-1.731452520252517,-1.9538213,-5.0637236,0.0,-4.948624629328472,-1.8905446552064304
518,ANKRD11,SSRP1,74.32732109000042,390.1684133000013,0.5080611299640094,225.0,5.0,4.728,1.318,0.858,0.0,2.105,0.0,0.518,0.0,1.248,1.195,4.765,3.413,1.313,1.015,0.803,1.019,0.563,0.52,0.0,1.467,1.056,-5.2893671916469405,-2.7279777784675643,-2.218348,-4.4214997,0.0,-4.914156838530432,-2.536199687897305
519,ANKRD11,CSNK2B,74.32732109000042,199.16898580000117,0.4222111077668792,258.0,5.0,4.728,1.318,0.858,0.0,2.105,0.0,0.518,0.0,1.248,1.195,5.0,4.754,1.656,1.435,1.236,1.779,1.097,1.235,0.781,1.803,4.518,-4.65929039378352,-3.298582054700298,-2.6374183,-4.12006,0.0,-4.271408344357653,-3.056807799473714
520,ANKRD17,SRP9,53.956317999999904,744.4912667,0.1348999896876715,197.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,2.24,5.0,1.234,4.407,0.842,1.316,0.953,0.902,0.0,0.938,1.957,-4.129591851835303,-2.5149843881575378,-2.5216608,-4.2425623,0.0,-4.068334979995501,-2.5015654956510947
521,ANKRD17,RPL5,53.956317999999904,2558.0546330000057,0.148249868198923,280.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,5.0,5.0,2.548,4.361,1.136,1.64,1.215,1.317,0.768,1.685,4.331,-4.0966739978165405,-2.5835776362407525,-2.4565086,-4.062565,0.0,-4.170630146797762,-2.4629207455215503
522,ANKRD17,RPS16,53.956317999999904,3075.1030969999993,0.1910058004965243,234.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,4.594,5.0,2.298,1.246,0.808,1.248,0.616,0.874,0.0,1.377,4.255,-4.670410582205244,-2.026483344585957,-2.0529485,-4.7075615,0.0,-4.5363352602221685,-2.105319356094175
523,ANKRD17,CAPZB,53.956317999999904,178.8647653000002,0.1665324892361777,293.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,3.357,5.0,1.835,1.336,1.117,1.772,1.312,1.162,0.0,5.0,4.299,-2.142570821517731,-4.490189989136948,-3.8054705,-2.9324486,0.0,-2.650411055189335,-3.7752729757664776
524,ANKRD17,RPL11,53.956317999999904,2333.2000269999967,0.1902010372866159,246.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,5.0,5.0,2.183,1.761,1.153,1.582,1.095,1.439,0.884,1.676,4.31,-4.296253984446957,-2.3730842907678937,-2.4712024,-4.217712,0.0,-4.307796609750051,-2.3414123764648798
525,ANKRD17,ILF3,53.956317999999904,411.46733330000046,0.1709699766890221,233.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,5.0,5.0,4.589,1.663,1.006,1.67,1.345,1.328,0.648,1.839,3.78,-2.9347075238353537,-3.699524627429993,-2.8597353,-3.8956933,0.0,-3.197655706649418,-3.312807511624924
526,ANKRD17,DDOST,53.956317999999904,217.37234459999976,0.0109820870733026,223.0,5.0,5.0,1.323,0.869,0.843,2.835,0.748,0.0,0.281,1.037,1.09,1.861,5.0,1.785,5.0,1.413,4.615,1.173,4.318,0.917,1.267,1.701,-3.198787823693141,-3.434688627733835,-2.4161415,-4.143442,0.0,-3.5609360141058586,-3.0393230489665006
